+-------------+--------------+--------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                              | Release Date   |
| Reyes       | Ava          | Echoes of Benjamin Mitchell                                        | 1956-10-04     |
| Reyes       | Grace        | Voyage to Urban Peaceful Coastal Oakridge Bluffs                   | 2014-01-03     |
| Rodriguez   | Emma         | Adventures in Lucas Thornton                                       | 2009-10-12     |
| Ross        | Harper       | Harper Nelson's Contemporary Inviting Welcoming Silverlake Springs | 1938-08-10     |
| Ross        | Harper       | Harper Nelson's Contemporary Inviting Welcoming Silverlake Springs | 1948-10-17     |
| Ross        | Harper       | Harper Nelson's Contemporary Inviting Welcoming Silverlake Springs | 1974-08-15     |
| Ruiz        | Lucas        | Quest for Inviting Lush Vibrant Lakeside Terrace                   | 1939-09-11     |
| Ruiz        | Lucas        | Quest for Inviting Lush Vibrant Lakeside Terrace                   | 1995-08-07     |
| Sanchez     | Ethan        | King's Grace Mitchell                                              | 1979-11-08     |
| Sanchez     | Ethan        | King's Grace Mitchell                                              | 1994-02-19     |
| Scott       | Elijah       | Dreams in the Sophia Parker                                        | 1932-09-12     |
| Scott       | Elijah       | Dreams in the Sophia Parker                                        | 1986-09-19     |
| Scott       | Elijah       | Dreams in the Sophia Parker                                        | 1989-06-05     |
| Taylor      | Benjamin     | Underneath Ava Harrison                                            | 1919-12-23     |
| Taylor      | Daniel       | Forgotten Tranquil Charming Greenbriar Estates                     | 2002-12-18     |
| Thomas      | Mia          | Journey through Silverlake Springs                                 | 1907-12-03     |
| Thompson    | Mia          | Charlotte Taylor's Coastal Wonderful Rustic Willowdale Heights     | 1920-09-05     |
| Torres      | Elizabeth    | Journey through Surreal Picturesque Remote Pinecrest Pines         | 1951-12-11     |
| Torres      | Elizabeth    | Journey through Surreal Picturesque Remote Pinecrest Pines         | 1972-01-10     |
| Torres      | Elizabeth    | Journey through Surreal Picturesque Remote Pinecrest Pines         | 2003-11-01     |
| Torres      | Elizabeth    | Journey through Surreal Picturesque Remote Pinecrest Pines         | 2014-09-13     |
| Turner      | Emma         | King's Elijah Turner                                               | 1980-05-12     |
| Ward        | Sophia       | Realm of Welcoming Isolated Stonegate Terrace                      | 1972-01-06     |
| Williams    | Lily         | Bloodlines Ava Harrison                                            | 1901-07-23     |
| Williams    | Lily         | Bloodlines Ava Harrison                                            | 1938-04-23     |
| Williams    | Lily         | Bloodlines Ava Harrison                                            | 1977-08-17     |
| Williams    | Mason        | Enchanted Enchanting Enchanting Tranquil Golden Valley Meadows     | 1974-02-02     |
| Williams    | Mason        | Enchanted Enchanting Enchanting Tranquil Golden Valley Meadows     | 2013-06-09     |
| Wright      | Abigail      | Samuel Griffin's Oakridge Bluffs                                   | 1941-09-22     |
| Wright      | Abigail      | Samuel Griffin's Oakridge Bluffs                                   | 1958-09-15     |
| Wright      | Henry        | Underneath Wonderful Inviting Vibrant Crestwood Hills              | 1914-02-01     |
| Wright      | Henry        | Underneath Wonderful Inviting Vibrant Crestwood Hills              | 1918-08-18     |
| Wright      | Henry        | Underneath Wonderful Inviting Vibrant Crestwood Hills              | 1938-07-12     |
| Wright      | Henry        | Underneath Wonderful Inviting Vibrant Crestwood Hills              | 1940-06-03     |
| Young       | Charlotte    | Hidden Pineview Cove                                               | 1944-08-16     |
| Young       | Charlotte    | Hidden Pineview Cove                                               | 2014-11-08     |
| Young       | Grace        | Chronicles of the Caleb Reynolds                                   | 1993-04-13     |
+-------------+--------------+--------------------------------------------------------------------+----------------+
