+-------------+--------------+------------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                                  | Release Date   |
| Bennet      | William      | Starlight Lush Wonderful Willowdale Heights                            | 1931-02-24     |
| Brooks      | Alexander    | Henry Crawford's Solitary Hidden Brookside Haven                       | 1980-08-07     |
| Ramirez     | David        | Secrets in the Lucas Thornton                                          | 1940-12-12     |
| Gonzales    | Lily         | Underneath Idyllic Stonegate Terrace                                   | 1905-02-02     |
| Brooks      | Samuel       | Daniel Brooks's Magical Quaint Lakeshore Landing                       | 1921-02-07     |
| Brooks      | Samuel       | Daniel Brooks's Magical Quaint Lakeshore Landing                       | 1958-03-13     |
| Brooks      | Scarlett     | Samuel Griffin's Vibrant Charming Woodland Park                        | 1978-06-06     |
| Brooks      | Victoria     | Dragon's Henry Crawford                                                | 1928-09-09     |
| Brooks      | Victoria     | Dreams of Harper Nelson                                                | 1977-05-05     |
| Brown       | Amelia       | Adventures in Lucas Thornton                                           | 1914-06-14     |
| Brown       | Amelia       | Adventures in Lucas Thornton                                           | 1921-01-12     |
| Gray        | Elizabeth    | Sophia Parker's Idyllic Majestic Hillcrest Glen                        | 1949-04-22     |
| Brown       | Benjamin     | Benjamin Mitchell's Serene Pinecrest Pines                             | 1995-12-10     |
| Brown       | Benjamin     | Benjamin Mitchell's Serene Pinecrest Pines                             | 2009-08-16     |
| Brown       | Emma         | Grace Mitchell's Welcoming Secluded Redwood Ridge                      | 1930-01-19     |
| Brown       | Ethan        | City of Lakeshore Landing                                              | 2005-09-17     |
| Brown       | Harper       | Chronicles of the Emily Hayes                                          | 1904-07-14     |
| Patel       | Natalie      | Isabella Montgomery's Breathtaking Secluded Pinecrest Pines            | 1994-04-07     |
| Brown       | Harper       | Chronicles of the Emily Hayes                                          | 2019-09-22     |
| Brown       | James        | Lily Anderson's Lakeside Terrace                                       | 1914-02-18     |
| Foster      | Zoe          | Dreams in the Daniel Brooks                                            | 2011-10-16     |
| Brown       | James        | Lily Anderson's Lakeside Terrace                                       | 1980-04-22     |
| Brown       | Sophia       | Underneath Inviting Scenic Redwood Ridge                               | 1957-11-09     |
| Campbell    | Ethan        | Realm of Coastal Autumnwood Grove                                      | 1920-12-01     |
| Campbell    | Grace        | Lucas Thornton's Captivating Millstone Meadows                         | 1934-11-11     |
| Campbell    | Grace        | Lucas Thornton's Captivating Millstone Meadows                         | 2017-01-11     |
| Young       | Amelia       | Midnight Remote Exotic Quaint Redwood Ridge                            | 1975-10-03     |
| Campbell    | Isabella     | Gates of William Carter                                                | 1908-02-11     |
| Campbell    | Isabella     | Gates of William Carter                                                | 1958-07-22     |
| Hernandez   | Benjamin     | Charlotte Taylor's Brookside Meadows                                   | 1920-01-02     |
| Campbell    | James        | Hidden Alexander Foster                                                | 1912-10-13     |
| Campbell    | James        | Hidden Alexander Foster                                                | 1967-08-05     |
| Campbell    | James        | Hidden Alexander Foster                                                | 2008-02-03     |
| Campbell    | William      | Secrets in the Peaceful Vibrant Rustic Springvale Meadows              | 1920-08-15     |
| Campbell    | William      | Secrets in the Peaceful Vibrant Rustic Springvale Meadows              | 1977-06-07     |
| Campbell    | William      | Voyage to Caleb Reynolds                                               | 1951-04-17     |
| Campbell    | William      | Voyage to Caleb Reynolds                                               | 1991-12-01     |
| Campbell    | William      | Voyage to Caleb Reynolds                                               | 2012-08-01     |
| Carter      | Daniel       | Isabella Montgomery's Historical Oakridge Bluffs                       | 1981-03-02     |
| White       | Amelia       | Emily Hayes's Brookside Haven                                          | 2001-08-07     |
| Carter      | Liam         | Dragon's Riverstone Ranch                                              | 1904-02-09     |
| Chavez      | Olivia       | Quest for the Silverlake Springs                                       | 1901-03-09     |
| Carter      | Mason        | Harper Nelson's Artistic Willowridge Crossing                          | 1959-12-21     |
| Mendoza     | Zoe          | Midnight Lucas Thornton                                                | 1981-12-04     |
| Carter      | Noah         | Dragon's Pineview Cove                                                 | 1956-06-12     |
| Rogers      | Jackson      | William Carter's Solitary Enigmatic Majestic Pinecrest Pines           | 1975-10-02     |
| Carter      | Sophia       | Curse of Grace Mitchell                                                | 1945-01-21     |
| Carter      | Sophia       | Curse of Grace Mitchell                                                | 1991-12-20     |
| Carter      | William      | Elijah Turner's Maplewood Meadows                                      | 1975-04-17     |
| Castillo    | Abigail      | Adventures in Henry Crawford                                           | 1934-10-15     |
| Collins     | William      | Legacy of Sprawling Silverlake Springs                                 | 1901-03-17     |
| Castillo    | Elizabeth    | Echoes Welcoming Timeless Remote Willowbrook Park                      | 1937-01-04     |
| Castillo    | Emma         | Ancient Elijah Turner                                                  | 1977-09-02     |
| Castillo    | Harper       | Alexander Foster's Crestview Heights                                   | 1954-04-09     |
| Castillo    | Lucas        | Caleb Reynolds's Remote Enigmatic Inviting Redwood Ridge               | 1903-04-04     |
| Castillo    | Lucas        | Caleb Reynolds's Remote Enigmatic Inviting Redwood Ridge               | 1949-09-04     |
| Castillo    | Victoria     | Journey to Bustling Autumnwood Grove                                   | 2008-12-10     |
| Castillo    | William      | Quest for the Stonebridge Ridge                                        | 1942-05-12     |
| Chavez      | Abigail      | Lily Anderson's Modern Pictorial Meadowbrook Springs                   | 1926-05-24     |
| Chavez      | Benjamin     | Magic Surreal Millstone Meadows                                        | 1933-09-13     |
| Chavez      | Benjamin     | Sophia Parker's Rural Modern Brookside Haven                           | 1986-03-01     |
| Chavez      | Benjamin     | Sophia Parker's Rural Modern Brookside Haven                           | 2014-01-15     |
| Garcia      | Liam         | Destiny's Colorful Serene Hidden Stonegate Terrace                     | 1994-12-06     |
| Chavez      | Emily        | Legacy from Charlotte Taylor                                           | 1934-03-09     |
| Chavez      | Harper       | Enigma Ethan Wells                                                     | 1986-10-07     |
| Chavez      | Mia          | Songs of Remote Riverstone Ranch                                       | 1935-11-21     |
| Chavez      | Mia          | Songs of Remote Riverstone Ranch                                       | 1973-04-16     |
| Chavez      | Noah         | Guardians of Ava Harrison                                              | 1901-05-11     |
| Chavez      | Noah         | Guardians of Ava Harrison                                              | 1932-01-03     |
| Chavez      | Noah         | Guardians of Ava Harrison                                              | 1963-07-11     |
| Gonzales    | Isabella     | Realm of Henry Crawford                                                | 1955-02-21     |
| Chavez      | Olivia       | Quest for the Silverlake Springs                                       | 1910-07-24     |
| Chavez      | Olivia       | Quest for the Silverlake Springs                                       | 1923-03-21     |
| Chavez      | Olivia       | Quest for the Silverlake Springs                                       | 1983-01-24     |
| Chavez      | Sophia       | Voyage to Harper Nelson                                                | 1916-04-23     |
| Chavez      | Sophia       | Voyage to Harper Nelson                                                | 1939-09-04     |
| Chavez      | Sophia       | Voyage to Harper Nelson                                                | 1940-09-09     |
| Clark       | Benjamin     | Journey to Tranquil Magical Modern Crestview Heights                   | 1928-03-07     |
| Clark       | Emma         | Quest for Henry Crawford                                               | 2010-09-16     |
| Clark       | Grace        | Beyond the Vibrant Rural Cosmopolitan Brookside Meadows                | 1917-10-23     |
| Clark       | Harper       | Samuel Griffin's Cedarwood Heights                                     | 1950-08-08     |
| Clark       | Mia          | Bloodlines Lucas Thornton                                              | 1970-11-06     |
| Clark       | Mia          | Bloodlines Lucas Thornton                                              | 2005-12-23     |
| Collins     | Henry        | Beyond the Isabella Montgomery                                         | 1942-11-02     |
| Collins     | Henry        | Beyond the Isabella Montgomery                                         | 1978-12-15     |
| Collins     | Sophia       | Ethan Wells's Remote Wonderful Colorful Pinecrest Pines                | 1939-03-12     |
| Collins     | Sophia       | Ethan Wells's Remote Wonderful Colorful Pinecrest Pines                | 1982-02-02     |
| Collins     | Sophia       | Ethan Wells's Remote Wonderful Colorful Pinecrest Pines                | 2007-03-09     |
| Castillo    | Abigail      | Legacy of Charlotte Taylor                                             | 1996-09-15     |
| Cook        | Caleb        | Secrets in the Alexander Foster                                        | 2005-02-04     |
| Cook        | Ella         | City of Greenbriar Estates                                             | 2005-08-10     |
| Cook        | Ella         | City of Greenbriar Estates                                             | 2007-03-18     |
| Cook        | Ella         | City of Greenbriar Estates                                             | 2020-06-04     |
| Cook        | Emma         | Dragon's Emily Hayes                                                   | 1929-03-13     |
| Cook        | Emma         | Dragon's Emily Hayes                                                   | 1979-06-15     |
| Hall        | William      | Lost in Time Ancient Birchwood Springs                                 | 1974-07-12     |
| Cook        | Lily         | Underneath Surreal Remote Charming Silverlake Springs                  | 1935-01-16     |
| Cooper      | Daniel       | Alexander Foster's Crestwood Hills                                     | 1945-01-05     |
| Cooper      | Daniel       | Alexander Foster's Crestwood Hills                                     | 1958-04-12     |
| Howard      | Lucas        | Rise of Alexander Foster                                               | 1967-10-14     |
| Cooper      | Grace        | Songs from Ava Harrison                                                | 1988-08-18     |
| Myers       | Ethan        | Enigma Benjamin Mitchell                                               | 1965-12-17     |
| Cooper      | Lily         | Dreams of Ancient Willowbrook Grove                                    | 1997-06-17     |
| Cooper      | Lily         | Henry Crawford's Crestview Heights                                     | 1951-08-17     |
| Cooper      | Noah         | Henry Crawford's Brookside Meadows                                     | 1957-07-03     |
| Cox         | Amelia       | Alexander Foster's Willowdale Heights                                  | 1905-04-18     |
| Cox         | Amelia       | Alexander Foster's Willowdale Heights                                  | 1929-06-04     |
| Cox         | Elijah       | Adventures in Caleb Reynolds                                           | 1923-05-18     |
| Hughes      | Grace        | Forgotten Charlotte Taylor                                             | 1932-06-10     |
| Flores      | Alexander    | Dragon's William Carter                                                | 1962-08-14     |
| Cox         | Emma         | Elijah Turner's Laurelwood Glen                                        | 1930-03-14     |
| Cox         | Jackson      | Chronicles from Secluded Hidden Cosmopolitan Golden Valley Meadows     | 1997-05-02     |
| Cox         | Olivia       | Enchanted Lily Anderson                                                | 1925-12-12     |
| Cruz        | Benjamin     | Voyage to Breathtaking Willowbrook Park                                | 1948-04-10     |
| Cruz        | Lily         | Enchanted Modern Ancient Autumnwood Grove                              | 1927-03-08     |
| Cruz        | Noah         | Hidden Vintage Sprawling Stonegate Terrace                             | 1903-09-13     |
| Davis       | Ella         | Magic Olivia Bennett                                                   | 1959-04-21     |
| Davis       | Ella         | Magic Olivia Bennett                                                   | 1995-07-17     |
| Smith       | Emily        | Legacy from Peaceful Colorful Isolated Birchwood Springs               | 2008-09-21     |
| Davis       | Emily        | Charlotte Taylor's Urban Urban Lakeside Terrace                        | 1974-06-21     |
| Davis       | Liam         | Alexander Foster's Surreal Lush Meadowbrook Springs                    | 2003-03-16     |
| Davis       | Olivia       | Quest for Enchanting Fairhaven Fields                                  | 1921-12-03     |
| Diaz        | Aiden        | Songs from Vibrant Charming Rustic Pinecrest Pines                     | 1987-05-22     |
| Diaz        | Charlotte    | Ava Harrison's Tranquil Springvale Meadows                             | 1903-06-16     |
| Diaz        | Charlotte    | Ava Harrison's Tranquil Springvale Meadows                             | 1992-07-01     |
| Diaz        | Charlotte    | Ava Harrison's Tranquil Springvale Meadows                             | 2002-03-15     |
| Edwards     | Abigail      | Starlight Majestic Hidden Hidden Willowdale Heights                    | 1983-08-03     |
| Diaz        | Daniel       | Songs of Contemporary Bustling Birchwood Springs                       | 1929-10-23     |
| Diaz        | Daniel       | Songs of Contemporary Bustling Birchwood Springs                       | 1995-01-11     |
| Diaz        | Jackson      | Dreams of Alexander Foster                                             | 1993-09-17     |
| Diaz        | Jackson      | Dreams of Alexander Foster                                             | 1994-12-08     |
| Diaz        | Jackson      | Dreams of Alexander Foster                                             | 2006-04-03     |
| Diaz        | Jackson      | Dreams of Alexander Foster                                             | 2015-11-22     |
| Diaz        | Lily         | Journey through Serene Enigmatic Magical Laurelwood Glen               | 1924-01-18     |
| Diaz        | Noah         | Dragon's Charlotte Taylor                                              | 1980-11-23     |
| Diaz        | Samuel       | Ava Harrison's Charming Welcoming Historical Lakeside Terrace          | 1929-03-08     |
| Edwards     | Abigail      | Starlight Majestic Hidden Hidden Willowdale Heights                    | 1942-02-12     |
| Evans       | Benjamin     | Dreams in the Harper Nelson                                            | 1927-06-01     |
| Edwards     | Abigail      | Starlight Majestic Hidden Hidden Willowdale Heights                    | 2005-03-05     |
| Edwards     | Abigail      | Starlight Majestic Hidden Hidden Willowdale Heights                    | 2011-07-17     |
| Edwards     | Ethan        | Underneath Sophia Parker                                               | 1965-07-01     |
| Edwards     | Harper       | Caleb Reynolds's Captivating Lakeshore Landing                         | 1925-09-13     |
| Edwards     | Harper       | Caleb Reynolds's Captivating Lakeshore Landing                         | 1941-06-15     |
| Torres      | Elijah       | Gates of Cosmopolitan Rustic Eclectic Meadowbrook Springs              | 1967-06-16     |
| Edwards     | Jackson      | Harper Nelson's Urban Quaint Meadowbrook Springs                       | 1948-04-17     |
| Edwards     | Noah         | Kingdom Elijah Turner                                                  | 1948-06-05     |
| Edwards     | Olivia       | Dreams in the Grace Mitchell                                           | 1966-11-08     |
| Edwards     | Olivia       | Dreams in the Grace Mitchell                                           | 2007-10-08     |
| Edwards     | Sophia       | Elijah Turner's Pictorial Tranquil Idyllic Sunflower Valley            | 1923-02-23     |
| Miller      | Elizabeth    | Lily Anderson's Tranquil Woodland Park                                 | 1913-08-11     |
| Evans       | Ava          | Songs of Surreal Birchwood Springs                                     | 1958-10-17     |
| Evans       | Ava          | Songs of Surreal Birchwood Springs                                     | 2004-09-01     |
| Evans       | Ava          | Songs of Surreal Birchwood Springs                                     | 2013-01-09     |
| Evans       | Ava          | Songs of Surreal Birchwood Springs                                     | 2020-02-09     |
| Evans       | Benjamin     | Adventures in Caleb Reynolds                                           | 1901-06-18     |
| Moore       | Elizabeth    | Charlotte Taylor's Isolated Cedarwood Heights                          | 1971-10-13     |
| Evans       | Benjamin     | Dreams in the Harper Nelson                                            | 1982-12-05     |
| Evans       | Benjamin     | Dreams in the Harper Nelson                                            | 1995-10-14     |
| Evans       | Mia          | Lost and Found Charming Idyllic Stonebridge Ridge                      | 1964-11-11     |
| Evans       | Olivia       | Hidden Tranquil Pinehurst Park                                         | 1922-06-18     |
| Flores      | Alexander    | Dragon's William Carter                                                | 1933-03-16     |
| Cox         | Emma         | Elijah Turner's Laurelwood Glen                                        | 1919-04-22     |
| Flores      | Alexander    | Dragon's William Carter                                                | 1992-10-10     |
| Flores      | Benjamin     | Dreams of Stonegate Terrace                                            | 1909-05-14     |
| Rivera      | Benjamin     | Mystery Mia Sullivan                                                   | 1970-02-23     |
| Flores      | Caleb        | Songs from Lily Anderson                                               | 1976-05-17     |
| Flores      | Caleb        | Songs from Lily Anderson                                               | 1995-08-21     |
| Flores      | David        | Secrets of Remote Peaceful Lakeshore Landing                           | 1904-06-11     |
| Flores      | David        | Secrets of Remote Peaceful Lakeshore Landing                           | 1962-06-08     |
| Flores      | David        | Secrets of Remote Peaceful Lakeshore Landing                           | 1988-06-09     |
| Flores      | Jackson      | Elijah Turner's Charming Whispering Pines                              | 1985-09-22     |
| Foster      | Amelia       | Dark Secrets Idyllic Ancient Artistic Whispering Pines                 | 1901-08-15     |
| Foster      | Amelia       | Isabella Montgomery's Majestic Harborview Point                        | 1936-01-19     |
| Foster      | Amelia       | Isabella Montgomery's Majestic Harborview Point                        | 1962-08-04     |
| Foster      | Daniel       | Secrets of Welcoming Scenic Contemporary Springvale Meadows            | 1979-04-09     |
| Foster      | Grace        | Caleb Reynolds's Hidden Crestwood Hills                                | 1940-04-18     |
| Foster      | Grace        | Caleb Reynolds's Hidden Crestwood Hills                                | 1973-06-19     |
| Murphy      | Olivia       | Destiny's Breathtaking Meadowbrook Springs                             | 1954-07-12     |
| Foster      | Samuel       | City of Enigmatic Cedarwood Heights                                    | 1966-11-20     |
| Foster      | Samuel       | City of Enigmatic Cedarwood Heights                                    | 1979-03-15     |
| Foster      | Samuel       | Whispers from Modern Hidden Crestwood Hills                            | 1905-07-12     |
| Foster      | Samuel       | Whispers from Modern Hidden Crestwood Hills                            | 1982-04-18     |
| Alvarez     | Emily        | Voyage to Pineview Cove                                                | 1956-03-11     |
| Foster      | William      | In the Shadow of Elijah Turner                                         | 1964-01-10     |
| Foster      | William      | Mia Sullivan's Hidden Cedarwood Heights                                | 1911-07-23     |
| Foster      | William      | Mia Sullivan's Hidden Cedarwood Heights                                | 1922-04-01     |
| Foster      | William      | Mia Sullivan's Hidden Cedarwood Heights                                | 1949-02-05     |
| Foster      | William      | Mia Sullivan's Hidden Cedarwood Heights                                | 1997-12-15     |
| Foster      | Zoe          | Dreams in the Daniel Brooks                                            | 1954-08-04     |
| Brown       | James        | Lily Anderson's Lakeside Terrace                                       | 1929-08-15     |
| Garcia      | Benjamin     | King's Ava Harrison                                                    | 1908-09-16     |
| Garcia      | Benjamin     | King's Ava Harrison                                                    | 1913-05-15     |
| Garcia      | Benjamin     | King's Ava Harrison                                                    | 1996-11-07     |
| Chavez      | David        | Voyage to Isabella Montgomery                                          | 1916-08-04     |
| Garcia      | Mason        | Samuel Griffin's Vibrant Solitary Whispering Pines                     | 1945-08-16     |
| Garcia      | Mason        | Samuel Griffin's Vibrant Solitary Whispering Pines                     | 1995-06-11     |
| Garcia      | Mason        | Samuel Griffin's Vibrant Solitary Whispering Pines                     | 2016-08-15     |
| Garcia      | Sophia       | Ava Harrison's Charming Hillcrest Glen                                 | 1934-11-03     |
| Garcia      | Sophia       | Caleb Reynolds's Lush Maplewood Meadows                                | 1908-06-20     |
| Campbell    | Isabella     | Echoes of Inviting Colorful Lush Autumnwood Grove                      | 1961-08-24     |
| Nelson      | Samuel       | Quest for Henry Crawford                                               | 1950-05-17     |
| Jimenez     | Harper       | In the Shadow of Exotic Artistic Woodland Park                         | 1988-09-07     |
| Wilson      | Elijah       | Voyage to Willowbrook Park                                             | 2007-04-15     |
| Gomez       | Elijah       | Hidden Colorful Hidden Ashwood Terrace                                 | 1907-11-23     |
| Gomez       | Ethan        | Destiny's Harper Nelson                                                | 1942-12-19     |
| Gomez       | Noah         | Daniel Brooks's Enigmatic Eclectic Enchanting Autumnwood Grove         | 1905-09-15     |
| Gomez       | Noah         | Daniel Brooks's Enigmatic Eclectic Enchanting Autumnwood Grove         | 1909-07-22     |
| Gomez       | Scarlett     | Isabella Montgomery's Isolated Artistic Wonderful Sunflower Valley     | 2018-03-11     |
| Gonzales    | Benjamin     | Secrets in the Pictorial Serene Brookside Haven                        | 1905-02-04     |
| Gonzales    | Harper       | Isabella Montgomery's Eclectic Secluded Maplewood Meadows              | 1948-07-18     |
| Gonzales    | Isabella     | Curse of Lucas Thornton                                                | 1908-10-11     |
| Gutierrez   | Lucas        | Hidden Caleb Reynolds                                                  | 1990-03-03     |
| Hernandez   | Olivia       | Benjamin Mitchell's Secluded Quaint Vintage Brookside Haven            | 1981-12-22     |
| Gonzales    | Noah         | Caleb Reynolds's Hidden Greenbriar Estates                             | 1965-07-10     |
| Gonzales    | Samuel       | Legends of Sunflower Valley                                            | 1980-07-03     |
| Gonzales    | William      | Emily Hayes's Exotic Pictorial Cedarwood Heights                       | 1989-04-23     |
| Scott       | Abigail      | King's Lucas Thornton                                                  | 2018-05-12     |
| Brown       | Amelia       | Adventures in Lucas Thornton                                           | 1960-12-21     |
| Gray        | Emily        | Chronicles from Willowbrook Park                                       | 1962-03-21     |
| Gray        | Lily         | William Carter's Whimsical Enigmatic Artistic Sunflower Valley         | 2010-07-23     |
| Gray        | Mia          | Samuel Griffin's Crestwood Hills                                       | 1976-08-19     |
| Gray        | William      | Benjamin Mitchell's Remote Enigmatic Magical Whispering Pines          | 2017-11-19     |
| Gray        | William      | Journey to Pinecrest Pines                                             | 1999-09-11     |
| Gray        | William      | Journey to Pinecrest Pines                                             | 2000-09-16     |
| Green       | Abigail      | Tales from Rustic Willowbrook Grove                                    | 1935-04-10     |
| Green       | Benjamin     | Secrets in the Charming Springvale Meadows                             | 1960-11-21     |
| Green       | Elizabeth    | Echoes Brookside Haven                                                 | 1916-08-12     |
