+-------------+--------------+-----------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                                 | Release Date   |
| Anderson    | Elijah       | Kingdom Tranquil Timeless Contemporary Golden Valley Meadows          | 1904-10-14     |
| Anderson    | Elijah       | Kingdom Tranquil Timeless Contemporary Golden Valley Meadows          | 1917-05-04     |
| Anderson    | Elijah       | Kingdom Tranquil Timeless Contemporary Golden Valley Meadows          | 1985-02-09     |
| Anderson    | Elijah       | Kingdom Tranquil Timeless Contemporary Golden Valley Meadows          | 1997-01-01     |
| Anderson    | Harper       | Forgotten Brookside Haven                                             | 1967-01-22     |
| Bailey      | Amelia       | Journey to Caleb Reynolds                                             | 1975-07-14     |
| Bailey      | Caleb        | Emily Hayes's Welcoming Pinecrest Pines                               | 1920-05-04     |
| Bailey      | Caleb        | Emily Hayes's Welcoming Pinecrest Pines                               | 1988-04-11     |
| Bailey      | Caleb        | Emily Hayes's Welcoming Pinecrest Pines                               | 2012-09-16     |
| Bailey      | David        | Elijah Turner's Willowbrook Grove                                     | 1905-09-14     |
| Bailey      | David        | Elijah Turner's Willowbrook Grove                                     | 2011-08-07     |
| Bailey      | Scarlett     | Hidden Alexander Foster                                               | 1910-04-14     |
| Bailey      | Scarlett     | Hidden Alexander Foster                                               | 1938-09-08     |
| Bailey      | Scarlett     | Whispers from Artistic Willowbrook Park                               | 2004-06-01     |
| Baker       | Elijah       | Dreams in the Quaint Laurelwood Glen                                  | 1962-12-03     |
| Baker       | Elijah       | Dreams in the Quaint Laurelwood Glen                                  | 2001-05-07     |
| Baker       | Ella         | Realm of Charlotte Taylor                                             | 1903-04-12     |
| Baker       | Emily        | Mia Sullivan's Idyllic Modern Modern Meadowview Heights               | 1909-10-16     |
| Baker       | Grace        | Sophia Parker's Modern Ancient Isolated Oakridge Bluffs               | 1952-07-06     |
| Baker       | Michael      | Dreams in the Daniel Brooks                                           | 2012-03-06     |
| Baker       | Natalie      | Dreams in the Alexander Foster                                        | 1967-11-09     |
| Baker       | Samuel       | In the Shadow of Quaint Serene Golden Valley Meadows                  | 1932-10-15     |
| Bennet      | Amelia       | Lost in Time Mia Sullivan                                             | 1948-09-15     |
| Bennet      | Emma         | Elijah Turner's Breathtaking Brookside Meadows                        | 1901-04-20     |
| Bennet      | Emma         | Elijah Turner's Breathtaking Brookside Meadows                        | 2012-10-11     |
| Bennet      | Harper       | Benjamin Mitchell's Wonderful Fairhaven Fields                        | 2006-02-07     |
| Bennet      | Harper       | Samuel Griffin's Bustling Magical Millstone Meadows                   | 1940-08-04     |
| Bennet      | Harper       | Samuel Griffin's Bustling Magical Millstone Meadows                   | 1941-11-03     |
| Bennet      | Harper       | Samuel Griffin's Bustling Magical Millstone Meadows                   | 1947-07-01     |
| Bennet      | Henry        | Harper Nelson's Urban Golden Valley Meadows                           | 1909-11-19     |
| Bennet      | Henry        | Harper Nelson's Urban Golden Valley Meadows                           | 2000-12-02     |
| Bennet      | Henry        | Underneath William Carter                                             | 1984-04-14     |
| Bennet      | Isabella     | Lily Anderson's Exotic Ashwood Terrace                                | 1996-07-04     |
| Bennet      | Michael      | Enigma Exotic Autumnwood Grove                                        | 1975-11-07     |
| Bennet      | Victoria     | Secrets in the Sophia Parker                                          | 1920-06-02     |
| Brooks      | Caleb        | Whispers from Whispering Pines                                        | 1901-03-15     |
| Brooks      | Caleb        | Whispers from Whispering Pines                                        | 2006-11-23     |
| Brooks      | Emily        | Rise of Remote Willowbrook Grove                                      | 1933-03-01     |
| Brooks      | Isabella     | Dreams of Pristine Idyllic Autumnwood Grove                           | 1968-04-04     |
| Brooks      | Isabella     | Dreams of Pristine Idyllic Autumnwood Grove                           | 1971-11-12     |
| Brooks      | James        | Chronicles of the Alexander Foster                                    | 1952-05-14     |
| Brooks      | Sophia       | Tales from Isabella Montgomery                                        | 1947-07-10     |
| Brooks      | Sophia       | Tales from Isabella Montgomery                                        | 1955-09-12     |
| Brooks      | Victoria     | Daniel Brooks's Contemporary Hillcrest Glen                           | 1933-08-02     |
| Brown       | Abigail      | Dragon's Quaint Isolated Willowridge Crossing                         | 1943-09-08     |
| Brown       | Andrew       | Journey to Bustling Willowridge Crossing                              | 1953-01-20     |
| Brown       | Benjamin     | Lily Anderson's Crestwood Hills                                       | 1910-09-18     |
| Brown       | Benjamin     | Lily Anderson's Crestwood Hills                                       | 1926-11-15     |
| Brown       | Benjamin     | Lily Anderson's Crestwood Hills                                       | 1975-08-20     |
| Brown       | Elijah       | Lost in Time Lily Anderson                                            | 1931-01-05     |
| Brown       | Grace        | Dark Secrets Henry Crawford                                           | 1927-02-19     |
| Campbell    | Andrew       | William Carter's Sunflower Valley                                     | 1938-07-08     |
| Campbell    | Isabella     | King's Stonebridge Ridge                                              | 1981-12-01     |
| Campbell    | Lily         | Bloodlines Millstone Meadows                                          | 1929-12-12     |
| Campbell    | Michael      | Mia Sullivan's Charming Welcoming Hidden Rivertown Crossing           | 1928-05-14     |
| Campbell    | Noah         | Lucas Thornton's Pristine Urban Welcoming Stonebridge Ridge           | 1955-09-17     |
| Campbell    | Noah         | Lucas Thornton's Pristine Urban Welcoming Stonebridge Ridge           | 2000-02-22     |
| Campbell    | Olivia       | Daniel Brooks's Idyllic Greenbriar Estates                            | 1901-12-01     |
| Campbell    | Olivia       | Quest for the Springvale Meadows                                      | 1971-05-20     |
| Carter      | Abigail      | Secrets of Lakeshore Landing                                          | 1967-02-04     |
| Carter      | Emma         | Lucas Thornton's Coastal Urban Urban Hillcrest Glen                   | 1906-11-09     |
| Carter      | Emma         | Lucas Thornton's Coastal Urban Urban Hillcrest Glen                   | 1951-01-17     |
| Carter      | Harper       | Beyond the Grace Mitchell                                             | 1912-09-03     |
| Carter      | Harper       | Beyond the Grace Mitchell                                             | 1999-12-23     |
| Carter      | Mason        | Destiny's Idyllic Serene Willowdale Heights                           | 1910-03-09     |
| Carter      | Mason        | Destiny's Idyllic Serene Willowdale Heights                           | 1974-08-15     |
| Carter      | Mia          | Chronicles of Caleb Reynolds                                          | 1929-04-13     |
| Carter      | Mia          | Chronicles of Caleb Reynolds                                          | 1984-08-19     |
| Carter      | Mia          | Realm of Artistic Surreal Picturesque Whispering Pines                | 1910-05-10     |
| Carter      | Mia          | Realm of Artistic Surreal Picturesque Whispering Pines                | 1998-01-16     |
| Carter      | Mia          | Realm of Artistic Surreal Picturesque Whispering Pines                | 2007-07-09     |
| Carter      | Noah         | Whispers from Rustic Hillcrest Glen                                   | 1957-10-23     |
| Carter      | Sophia       | Isabella Montgomery's Urban Scenic Birchwood Springs                  | 1953-12-20     |
| Carter      | Sophia       | Isabella Montgomery's Urban Scenic Birchwood Springs                  | 2002-08-18     |
| Carter      | Sophia       | Lucas Thornton's Willowbrook Park                                     | 1933-09-18     |
| Carter      | William      | Ethan Wells's Tranquil Silverlake Springs                             | 1923-08-10     |
| Carter      | William      | Ethan Wells's Tranquil Silverlake Springs                             | 1954-12-01     |
| Castillo    | Grace        | Forgotten Grace Mitchell                                              | 1953-01-14     |
| Castillo    | Grace        | Forgotten Grace Mitchell                                              | 1978-07-07     |
| Castillo    | Lucas        | William Carter's Contemporary Cedarwood Heights                       | 1949-02-08     |
| Chavez      | Isabella     | Caleb Reynolds's Isolated Coastal Urban Pinecrest Pines               | 1910-08-22     |
| Chavez      | Lily         | Adventures in Henry Crawford                                          | 2003-01-17     |
| Chavez      | Mason        | Isabella Montgomery's Woodland Park                                   | 1945-02-05     |
| Chavez      | Olivia       | Dragon's Majestic Lush Harborview Point                               | 2001-10-23     |
| Chavez      | Olivia       | Dragon's Majestic Lush Harborview Point                               | 2010-01-16     |
| Chavez      | Olivia       | Dragon's Majestic Lush Harborview Point                               | 2015-06-14     |
| Chavez      | Sophia       | City of Emily Hayes                                                   | 1983-05-22     |
| Chavez      | Sophia       | Quest for Contemporary Surreal Meadowbrook Springs                    | 1908-11-15     |
| Chavez      | Sophia       | Quest for Contemporary Surreal Meadowbrook Springs                    | 1948-10-17     |
| Clark       | Aiden        | Chronicles Secluded Brookside Haven                                   | 1922-09-05     |
| Clark       | Aiden        | Chronicles Secluded Brookside Haven                                   | 1949-03-06     |
| Clark       | Aiden        | Chronicles Secluded Brookside Haven                                   | 1994-11-16     |
| Clark       | Aiden        | Journey to Rural Golden Valley Meadows                                | 1970-12-10     |
| Clark       | Aiden        | Journey to Rural Golden Valley Meadows                                | 1989-03-19     |
| Clark       | Aiden        | Journey to Rural Golden Valley Meadows                                | 2003-05-14     |
| Clark       | Amelia       | Ethan Wells's Birchwood Springs                                       | 1915-05-08     |
| Clark       | Amelia       | Ethan Wells's Birchwood Springs                                       | 2004-04-24     |
| Clark       | Daniel       | Samuel Griffin's Vibrant Urban Willowdale Heights                     | 2011-02-19     |
| Clark       | Noah         | City of Welcoming Remote Crestwood Hills                              | 2006-11-09     |
| Clark       | Noah         | Lucas Thornton's Brookside Haven                                      | 1966-06-07     |
| Clark       | Noah         | Lucas Thornton's Brookside Haven                                      | 2005-05-07     |
| Clark       | Sophia       | Chronicles of the Sophia Parker                                       | 2003-02-16     |
| Collins     | Abigail      | City of Samuel Griffin                                                | 1909-11-03     |
| Collins     | Abigail      | City of Samuel Griffin                                                | 1937-11-04     |
| Collins     | Benjamin     | Legacy from Caleb Reynolds                                            | 1952-02-07     |
| Collins     | Caleb        | Secrets in the Contemporary Woodland Park                             | 2016-10-05     |
| Collins     | Grace        | Elijah Turner's Welcoming Pinehurst Park                              | 1974-10-10     |
| Collins     | Isabella     | Enchanted Scenic Timeless Majestic Riverstone Ranch                   | 2001-12-18     |
| Collins     | Olivia       | Grace Mitchell's Scenic Tranquil Wonderful Whispering Pines           | 1908-04-05     |
| Collins     | Scarlett     | Lucas Thornton's Vintage Crestwood Hills                              | 2018-07-05     |
| Collins     | Scarlett     | Lucas Thornton's Vintage Crestwood Hills                              | 2021-08-08     |
| Collins     | Scarlett     | Tales from Alexander Foster                                           | 1983-01-11     |
| Collins     | Victoria     | Realm of Daniel Brooks                                                | 1930-01-06     |
| Collins     | Victoria     | Realm of Daniel Brooks                                                | 1936-03-14     |
| Collins     | Victoria     | Realm of Daniel Brooks                                                | 1972-11-14     |
| Collins     | William      | Chronicles of the Eclectic Solitary Springvale Meadows                | 1943-05-19     |
| Collins     | William      | Chronicles of the Eclectic Solitary Springvale Meadows                | 1979-02-14     |
| Collins     | William      | Ethan Wells's Artistic Enigmatic Crestwood Hills                      | 1931-06-06     |
| Collins     | William      | Ethan Wells's Artistic Enigmatic Crestwood Hills                      | 1937-12-05     |
| Collins     | William      | Ethan Wells's Artistic Enigmatic Crestwood Hills                      | 2005-05-23     |
| Cook        | Abigail      | Quest for the Samuel Griffin                                          | 1943-05-17     |
| Cook        | Abigail      | Quest for the Samuel Griffin                                          | 1968-05-08     |
| Cook        | Abigail      | Quest for the Samuel Griffin                                          | 1985-03-09     |
| Cook        | Abigail      | Quest for the Samuel Griffin                                          | 2013-10-16     |
| Cook        | Ava          | City of Olivia Bennett                                                | 1930-06-19     |
| Cook        | David        | Adventures in Rural Welcoming Tranquil Millstone Meadows              | 1943-03-01     |
| Cook        | David        | Midnight Olivia Bennett                                               | 1949-01-06     |
| Cook        | Grace        | Dark Secrets Stonegate Terrace                                        | 2016-09-02     |
| Cook        | Lily         | Chronicles of Lucas Thornton                                          | 1902-03-12     |
| Cook        | Lily         | Chronicles of Lucas Thornton                                          | 2016-10-10     |
| Cook        | Michael      | Dark Secrets Benjamin Mitchell                                        | 2009-09-17     |
| Cook        | Michael      | Journey to Scenic Pristine Remote Rivertown Crossing                  | 1910-03-10     |
| Cook        | William      | Curse of Emily Hayes                                                  | 2017-12-18     |
| Cooper      | Mason        | Charlotte Taylor's Golden Valley Meadows                              | 1979-11-22     |
| Cooper      | Samuel       | Chronicles of Cosmopolitan Whispering Pines                           | 1926-01-04     |
| Cox         | Daniel       | Echoes Sprawling Urban Contemporary Evergreen Valley                  | 1940-12-19     |
| Cox         | Daniel       | Echoes Sprawling Urban Contemporary Evergreen Valley                  | 2013-06-19     |
| Cox         | Daniel       | Echoes Sprawling Urban Contemporary Evergreen Valley                  | 2017-07-23     |
| Cox         | David        | Secrets in the Contemporary Hidden Birchwood Springs                  | 1992-03-21     |
| Cox         | Elizabeth    | Mia Sullivan's Welcoming Cedarwood Heights                            | 1904-03-13     |
| Cox         | Elizabeth    | Mia Sullivan's Welcoming Cedarwood Heights                            | 2019-10-10     |
| Cox         | Emma         | Emily Hayes's Welcoming Charming Rivertown Crossing                   | 1923-06-14     |
| Cox         | Zoe          | Legacy of Coastal Crestwood Hills                                     | 1978-07-12     |
| Cruz        | Amelia       | Chronicles of the Cosmopolitan Woodland Park                          | 1924-10-24     |
| Cruz        | Harper       | Midnight Millstone Meadows                                            | 1907-03-04     |
| Cruz        | Harper       | Midnight Millstone Meadows                                            | 1916-01-02     |
| Cruz        | Jackson      | Forgotten Modern Pinecrest Pines                                      | 2014-11-14     |
| Cruz        | Jackson      | Lost in Time Ethan Wells                                              | 1905-11-20     |
| Cruz        | Jackson      | Lost in Time Ethan Wells                                              | 1968-11-14     |
| Cruz        | Lily         | Enchanted Olivia Bennett                                              | 1979-03-03     |
| Cruz        | Lucas        | Echoes of Sprawling Urban Rivertown Crossing                          | 1953-04-06     |
| Davis       | Daniel       | Ancient Harper Nelson                                                 | 1967-07-20     |
| Davis       | Emily        | Grace Mitchell's Ancient Scenic Remote Hillcrest Glen                 | 1985-09-03     |
| Davis       | Emily        | Grace Mitchell's Ancient Scenic Remote Hillcrest Glen                 | 1997-08-22     |
| Davis       | Harper       | King's Daniel Brooks                                                  | 2007-05-07     |
| Davis       | Natalie      | Bloodlines Alexander Foster                                           | 1915-12-21     |
| Davis       | Natalie      | Daniel Brooks's Enchanting Breathtaking Enchanting Autumnwood Grove   | 1953-08-03     |
| Davis       | Samuel       | King's Isabella Montgomery                                            | 1913-12-22     |
| Davis       | Samuel       | King's Isabella Montgomery                                            | 1956-03-11     |
| Diaz        | Grace        | Lost in Time Harper Nelson                                            | 1944-10-16     |
| Diaz        | Grace        | Songs from Ava Harrison                                               | 1931-12-13     |
| Diaz        | Grace        | Songs from Ava Harrison                                               | 1977-10-02     |
| Diaz        | Isabella     | Olivia Bennett's Rustic Ancient Secluded Brookside Meadows            | 1903-07-20     |
| Edwards     | Andrew       | Midnight Lily Anderson                                                | 1917-08-14     |
| Edwards     | Andrew       | Midnight Lily Anderson                                                | 1945-06-05     |
| Edwards     | Andrew       | Midnight Lily Anderson                                                | 1956-08-09     |
| Edwards     | Andrew       | Midnight Lily Anderson                                                | 1975-09-01     |
| Edwards     | Charlotte    | Benjamin Mitchell's Picturesque Lush Pinehurst Park                   | 2005-08-19     |
| Edwards     | Charlotte    | City of Timeless Millstone Meadows                                    | 1909-01-24     |
| Edwards     | Charlotte    | City of Timeless Millstone Meadows                                    | 1950-08-08     |
| Edwards     | Charlotte    | City of Timeless Millstone Meadows                                    | 1967-07-01     |
| Edwards     | Charlotte    | City of Timeless Millstone Meadows                                    | 2013-10-13     |
| Edwards     | Henry        | Voyage to Ethan Wells                                                 | 1902-06-01     |
| Edwards     | Henry        | Voyage to Ethan Wells                                                 | 1973-11-15     |
| Edwards     | Jackson      | Sophia Parker's Hidden Secluded Crestwood Hills                       | 1943-05-06     |
| Edwards     | Jackson      | Sophia Parker's Hidden Secluded Crestwood Hills                       | 1947-01-06     |
| Edwards     | Jackson      | Sophia Parker's Hidden Secluded Crestwood Hills                       | 1988-02-02     |
| Edwards     | Mason        | Chronicles Charlotte Taylor                                           | 1923-11-08     |
| Edwards     | Mason        | Chronicles Charlotte Taylor                                           | 1954-02-21     |
| Edwards     | Mason        | Chronicles Charlotte Taylor                                           | 1973-09-11     |
| Edwards     | Mason        | Chronicles Charlotte Taylor                                           | 1989-11-09     |
| Edwards     | Natalie      | Rise of Redwood Ridge                                                 | 1998-10-21     |
| Edwards     | Noah         | Lost in Time William Carter                                           | 1996-05-01     |
| Edwards     | Samuel       | Beyond the Samuel Griffin                                             | 1989-04-03     |
| Edwards     | Samuel       | Beyond the Samuel Griffin                                             | 1991-04-04     |
| Edwards     | Samuel       | Beyond the Samuel Griffin                                             | 2013-09-01     |
| Edwards     | William      | Whispering Welcoming Enchanting Pictorial Evergreen Valley            | 1912-03-10     |
| Evans       | Lucas        | Echoes of Ancient Harborview Point                                    | 2009-03-06     |
| Evans       | Samuel       | Enchanted Benjamin Mitchell                                           | 1919-08-13     |
| Flores      | Alexander    | Starlight Charlotte Taylor                                            | 1994-10-04     |
| Flores      | Ella         | Whispering Henry Crawford                                             | 2011-11-21     |
| Flores      | Michael      | Mia Sullivan's Contemporary Colorful Fairhaven Fields                 | 1992-01-06     |
| Flores      | Sophia       | Benjamin Mitchell's Coastal Brookside Haven                           | 1947-09-06     |
| Flores      | Sophia       | Benjamin Mitchell's Coastal Brookside Haven                           | 1953-02-09     |
| Flores      | Sophia       | Dragon's Quaint Charming Cosmopolitan Brookside Meadows               | 1962-08-17     |
| Flores      | Sophia       | Ethan Wells's Willowdale Heights                                      | 1909-07-09     |
| Flores      | Sophia       | Grace Mitchell's Solitary Brookside Haven                             | 1948-07-19     |
| Flores      | Sophia       | Realm of Meadowview Heights                                           | 1985-07-13     |
| Foster      | Abigail      | Dreams in the Enchanting Historical Stonegate Terrace                 | 1986-07-16     |
| Foster      | Isabella     | Chronicles Harper Nelson                                              | 1976-06-19     |
| Foster      | Isabella     | Chronicles Harper Nelson                                              | 2015-08-10     |
| Foster      | Mason        | Hidden Henry Crawford                                                 | 1911-03-18     |
| Foster      | Mason        | Hidden Henry Crawford                                                 | 1994-10-05     |
| Foster      | Mason        | Lily Anderson's Silverlake Springs                                    | 1966-12-16     |
| Foster      | Mason        | Lily Anderson's Silverlake Springs                                    | 1985-03-05     |
| Foster      | Mason        | Lily Anderson's Silverlake Springs                                    | 1986-09-12     |
| Foster      | Sophia       | Lost in Time Mia Sullivan                                             | 1927-06-23     |
| Foster      | Sophia       | Lost in Time Mia Sullivan                                             | 1930-06-21     |
| Garcia      | Amelia       | Kingdom Historical Crestwood Hills                                    | 1920-01-05     |
| Garcia      | Jackson      | Dreams in the William Carter                                          | 1956-04-15     |
| Garcia      | Michael      | Grace Mitchell's Urban Redwood Ridge                                  | 1922-10-22     |
| Garcia      | Michael      | Grace Mitchell's Urban Redwood Ridge                                  | 1926-02-09     |
| Garcia      | Michael      | Grace Mitchell's Urban Redwood Ridge                                  | 1930-11-08     |
| Garcia      | Michael      | Grace Mitchell's Urban Redwood Ridge                                  | 2009-04-04     |
| Garcia      | Noah         | King's Harper Nelson                                                  | 1955-08-23     |
| Garcia      | Zoe          | Daniel Brooks's Welcoming Willowdale Heights                          | 1941-01-17     |
| Gomez       | Emily        | Samuel Griffin's Coastal Colorful Eclectic Willowbrook Park           | 1915-05-18     |
| Gomez       | Emily        | Samuel Griffin's Coastal Colorful Eclectic Willowbrook Park           | 1970-09-13     |
| Gomez       | Henry        | Guardians of Exotic Golden Valley Meadows                             | 1988-10-06     |
| Gomez       | Henry        | William Carter's Magical Captivating Willowbrook Park                 | 1952-01-22     |
| Gomez       | Natalie      | Enigma Henry Crawford                                                 | 1957-07-21     |
| Gomez       | Noah         | Songs from Inviting Solitary Inviting Meadowview Heights              | 2021-09-07     |
| Gomez       | Olivia       | Sophia Parker's Stonebridge Ridge                                     | 2019-06-08     |
| Gomez       | Victoria     | Journey to Secluded Brookside Haven                                   | 1996-10-04     |
| Gonzales    | Caleb        | Grace Mitchell's Inviting Eclectic Colorful Redwood Ridge             | 1963-10-07     |
| Gonzales    | Ethan        | Ava Harrison's Hidden Magical Millstone Meadows                       | 1964-06-18     |
| Gonzales    | Ethan        | Ava Harrison's Hidden Magical Millstone Meadows                       | 1979-06-15     |
| Gonzales    | Jackson      | Ava Harrison's Springvale Meadows                                     | 1980-03-03     |
| Gonzales    | Lily         | Magic Elijah Turner                                                   | 1917-05-23     |
| Gonzales    | Lily         | Magic Elijah Turner                                                   | 1929-07-11     |
| Gonzales    | Lily         | Magic Elijah Turner                                                   | 1938-07-11     |
| Gonzales    | Noah         | Mystery Scenic Meadowview Heights                                     | 1903-10-05     |
| Gonzales    | Noah         | Mystery Scenic Meadowview Heights                                     | 1948-05-10     |
| Gonzales    | Sophia       | Hidden Sophia Parker                                                  | 1971-12-12     |
| Gonzales    | Sophia       | Lucas Thornton's Modern Inviting Willowbrook Park                     | 1988-02-19     |
| Gonzales    | Sophia       | Lucas Thornton's Modern Inviting Willowbrook Park                     | 2002-11-13     |
| Gray        | Benjamin     | Chronicles Sophia Parker                                              | 1928-10-08     |
| Gray        | Benjamin     | Chronicles of Harper Nelson                                           | 1994-12-01     |
| Gray        | Benjamin     | Harper Nelson's Autumnwood Grove                                      | 1908-11-22     |
| Gray        | Grace        | Chronicles of the Ava Harrison                                        | 1915-01-10     |
| Gray        | Harper       | Benjamin Mitchell's Birchwood Springs                                 | 1908-08-19     |
| Gray        | Harper       | Benjamin Mitchell's Birchwood Springs                                 | 1955-08-15     |
| Gray        | Harper       | Benjamin Mitchell's Birchwood Springs                                 | 2018-10-24     |
| Gray        | Liam         | Echoes of Mia Sullivan                                                | 1945-12-12     |
| Gray        | Lucas        | Legacy from Breathtaking Millstone Meadows                            | 1971-01-02     |
| Gray        | Olivia       | Enchanted Contemporary Willowbrook Grove                              | 1903-06-14     |
| Gray        | Olivia       | Samuel Griffin's Exotic Serene Idyllic Laurelwood Glen                | 1942-05-24     |
| Green       | Ava          | Daniel Brooks's Secluded Scenic Harborview Point                      | 1972-07-02     |
| Green       | Ava          | Daniel Brooks's Secluded Scenic Harborview Point                      | 1982-10-01     |
| Green       | Ava          | Daniel Brooks's Secluded Scenic Harborview Point                      | 2003-08-09     |
| Green       | Caleb        | Songs of Caleb Reynolds                                               | 1992-06-18     |
| Green       | Caleb        | Songs of Caleb Reynolds                                               | 2007-11-16     |
| Green       | Emma         | Magic Cosmopolitan Harborview Point                                   | 1929-05-13     |
| Green       | Emma         | Magic Cosmopolitan Harborview Point                                   | 1978-09-14     |
| Green       | Grace        | Olivia Bennett's Charming Solitary Urban Pinehurst Park               | 1922-05-17     |
| Green       | Lily         | Lost in Time Inviting Ancient Enigmatic Brookside Haven               | 1986-05-13     |
| Green       | Lily         | Lost in Time Inviting Ancient Enigmatic Brookside Haven               | 1990-06-03     |
| Green       | Lily         | Lost in Time Inviting Ancient Enigmatic Brookside Haven               | 1991-12-14     |
| Green       | Mia          | King's Elijah Turner                                                  | 1980-05-13     |
| Gutierrez   | Benjamin     | Quest for the Ava Harrison                                            | 1939-12-13     |
| Gutierrez   | Harper       | Ava Harrison's Quaint Willowridge Crossing                            | 1952-06-10     |
| Gutierrez   | Harper       | Mia Sullivan's Ancient Meadowbrook Springs                            | 1924-03-22     |
| Gutierrez   | Lily         | Chronicles from Benjamin Mitchell                                     | 1957-09-02     |
| Gutierrez   | Lily         | Chronicles from Benjamin Mitchell                                     | 1986-11-12     |
| Gutierrez   | Lucas        | Dragon's Vintage Inviting Majestic Fairhaven Fields                   | 1910-03-21     |
| Gutierrez   | Lucas        | Dragon's Vintage Inviting Majestic Fairhaven Fields                   | 1913-11-13     |
| Gutierrez   | Michael      | Enchanted Olivia Bennett                                              | 1930-02-07     |
| Gutierrez   | Samuel       | Ancient Sophia Parker                                                 | 1931-11-02     |
| Gutierrez   | Scarlett     | Secrets of Daniel Brooks                                              | 2010-05-12     |
| Gutierrez   | William      | Realm of Maplewood Meadows                                            | 1904-09-08     |
| Gutierrez   | William      | Realm of Maplewood Meadows                                            | 1992-04-24     |
| Hall        | Daniel       | Daniel Brooks's Brookside Haven                                       | 1997-08-14     |
| Hall        | Harper       | Dreams in the Urban Modern Solitary Maplewood Meadows                 | 1905-06-02     |
| Hall        | Liam         | Whispers from Charlotte Taylor                                        | 1988-02-10     |
