+-------------+--------------+-----------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                                 | Release Date   |
| Wood        | Sophia       | Curse of Whimsical Modern Brookside Meadows                           | 2021-10-19     |
| Wood        | Noah         | Elijah Turner's Inviting Willowbrook Grove                            | 2015-11-11     |
| Wood        | Noah         | Elijah Turner's Inviting Willowbrook Grove                            | 1982-08-18     |
| Wood        | Noah         | Elijah Turner's Inviting Willowbrook Grove                            | 1967-10-16     |
| Wood        | Mia          | Ethan Wells's Majestic Inviting Pristine Laurelwood Glen              | 1904-12-05     |
| Wood        | Emily        | Dreams in the Tranquil Tranquil Solitary Crestwood Hills              | 1978-06-19     |
| Wood        | Emily        | Dreams in the Tranquil Tranquil Solitary Crestwood Hills              | 1931-01-17     |
| Wood        | Alexander    | Lost and Found Solitary Whispering Pines                              | 1998-12-03     |
| Wilson      | Zoe          | Enchanted Whispering Pines                                            | 1980-04-18     |
| Wilson      | Samuel       | Olivia Bennett's Remote Picturesque Whimsical Autumnwood Grove        | 1928-09-01     |
| Wilson      | Noah         | Echoes Lush Tranquil Contemporary Millstone Meadows                   | 1965-08-10     |
| Wilson      | Mia          | Magic Henry Crawford                                                  | 1952-10-20     |
| Wilson      | Mason        | Midnight Willowbrook Park                                             | 2017-04-14     |
| Wilson      | Mason        | Midnight Willowbrook Park                                             | 1963-11-16     |
| Wilson      | Mason        | Chronicles of Golden Valley Meadows                                   | 1966-12-05     |
| Wilson      | Lucas        | Charlotte Taylor's Majestic Willowridge Crossing                      | 2008-09-09     |
| Wilson      | Ethan        | Mia Sullivan's Charming Charming Pristine Crestview Heights           | 1967-09-02     |
| Wilson      | David        | Chronicles of the Caleb Reynolds                                      | 2017-02-03     |
| Wilson      | David        | Chronicles of the Caleb Reynolds                                      | 1985-08-05     |
| Wilson      | David        | Chronicles of the Caleb Reynolds                                      | 1944-07-14     |
| Wilson      | David        | Chronicles of the Caleb Reynolds                                      | 1901-07-21     |
| Williams    | William      | Journey through Alexander Foster                                      | 1987-08-05     |
| Williams    | Sophia       | Benjamin Mitchell's Urban Surreal Remote Maplewood Meadows            | 1929-12-01     |
| Williams    | Sophia       | Benjamin Mitchell's Urban Surreal Remote Maplewood Meadows            | 1915-05-22     |
| Williams    | Sophia       | Benjamin Mitchell's Urban Surreal Remote Maplewood Meadows            | 1902-05-04     |
| Williams    | Lucas        | Tales from Serene Historical Timeless Pinecrest Pines                 | 2010-03-03     |
| Williams    | Lucas        | Tales from Serene Historical Timeless Pinecrest Pines                 | 1938-05-12     |
| Williams    | Lucas        | Tales from Serene Historical Timeless Pinecrest Pines                 | 1929-11-09     |
| Williams    | Lucas        | Tales from Serene Historical Timeless Pinecrest Pines                 | 1918-08-15     |
| Williams    | Liam         | Mystery Daniel Brooks                                                 | 1944-01-01     |
| Williams    | Liam         | Mystery Daniel Brooks                                                 | 1930-09-17     |
| Williams    | Liam         | Legends of Lucas Thornton                                             | 2013-06-10     |
| Williams    | Liam         | Legends of Lucas Thornton                                             | 1971-03-10     |
| Williams    | Liam         | Legends of Lucas Thornton                                             | 1909-08-05     |
| Williams    | Liam         | Destiny's Timeless Whimsical Pinecrest Pines                          | 2010-08-07     |
| Williams    | Elijah       | Dark Secrets Sophia Parker                                            | 2015-04-11     |
| Williams    | Elijah       | Dark Secrets Sophia Parker                                            | 1929-06-07     |
| Williams    | Benjamin     | Chronicles of the Bustling Captivating Willowbrook Grove              | 1990-12-15     |
| Williams    | Benjamin     | Chronicles of the Bustling Captivating Willowbrook Grove              | 1989-03-17     |
| Williams    | Benjamin     | Chronicles of the Bustling Captivating Willowbrook Grove              | 1925-02-14     |
| Williams    | Aiden        | Songs from Samuel Griffin                                             | 1957-03-23     |
| White       | Natalie      | Rise of Mia Sullivan                                                  | 2021-10-09     |
| White       | Lucas        | Bloodlines Meadowview Heights                                         | 1994-04-18     |
| White       | Lily         | Beyond the Daniel Brooks                                              | 1964-03-15     |
| White       | Lily         | Beyond the Daniel Brooks                                              | 1946-05-19     |
| White       | Harper       | Songs from Secluded Pictorial Lakeshore Landing                       | 2020-03-14     |
| White       | Harper       | Songs from Secluded Pictorial Lakeshore Landing                       | 2005-06-20     |
| White       | Harper       | Songs from Secluded Pictorial Lakeshore Landing                       | 2003-10-13     |
| White       | Harper       | Songs from Secluded Pictorial Lakeshore Landing                       | 1991-04-08     |
| White       | Daniel       | Dragon's Sophia Parker                                                | 1912-02-06     |
| White       | Alexander    | Legends of Fairhaven Fields                                           | 2003-06-17     |
| Watson      | Olivia       | Kingdom Ava Harrison                                                  | 1975-11-05     |
| Watson      | Olivia       | Kingdom Ava Harrison                                                  | 1908-01-22     |
| Watson      | Lucas        | Quest for Pineview Cove                                               | 2002-09-19     |
| Watson      | Lucas        | Quest for Pineview Cove                                               | 1923-06-12     |
| Watson      | Liam         | Lily Anderson's Idyllic Pinecrest Pines                               | 2013-07-13     |
| Watson      | Emily        | Chronicles of Modern Whimsical Lush Ashwood Terrace                   | 1923-04-20     |
| Watson      | Emily        | Chronicles of Modern Whimsical Lush Ashwood Terrace                   | 1904-04-18     |
| Watson      | Alexander    | Forgotten Redwood Ridge                                               | 1991-01-08     |
| Watson      | Alexander    | Forgotten Redwood Ridge                                               | 1958-02-19     |
| Ward        | Sophia       | Elijah Turner's Bustling Maplewood Meadows                            | 1929-10-11     |
| Ward        | Mia          | Chronicles Grace Mitchell                                             | 1973-02-05     |
| Ward        | Mia          | Caleb Reynolds's Ancient Timeless Quaint Harborview Point             | 2018-01-03     |
| Ward        | Mia          | Caleb Reynolds's Ancient Timeless Quaint Harborview Point             | 2004-03-15     |
| Ward        | Mia          | Caleb Reynolds's Ancient Timeless Quaint Harborview Point             | 1935-10-12     |
| Ward        | Mason        | Legends of Caleb Reynolds                                             | 2006-11-18     |
| Ward        | Amelia       | Echoes of Mia Sullivan                                                | 1946-10-14     |
| Ward        | Amelia       | Echoes of Mia Sullivan                                                | 1927-09-18     |
| Walker      | Sophia       | Magic Enchanting Pristine Willowdale Heights                          | 1924-09-11     |
| Walker      | Lily         | Olivia Bennett's Meadowbrook Springs                                  | 1985-11-21     |
| Walker      | Lily         | Olivia Bennett's Meadowbrook Springs                                  | 1913-05-06     |
| Walker      | Grace        | Bloodlines Alexander Foster                                           | 1953-11-24     |
| Walker      | Ethan        | Ethan Wells's Urban Urban Cedarwood Heights                           | 1931-08-09     |
| Walker      | Ethan        | Ethan Wells's Urban Urban Cedarwood Heights                           | 1912-05-21     |
| Walker      | Elizabeth    | Dragon's Evergreen Valley                                             | 1954-06-11     |
| Walker      | Abigail      | Echoes of Henry Crawford                                              | 2001-06-03     |
| Turner      | Sophia       | Samuel Griffin's Enigmatic Whimsical Cedarwood Heights                | 1953-12-03     |
| Turner      | Sophia       | Lost and Found Harper Nelson                                          | 1904-07-04     |
| Turner      | James        | Songs of William Carter                                               | 2007-09-15     |
| Turner      | James        | Songs of William Carter                                               | 1927-08-10     |
| Turner      | Daniel       | Enchanted Inviting Sprawling Remote Meadowbrook Springs               | 1950-01-01     |
| Turner      | Aiden        | Magic Picturesque Secluded Remote Cedarwood Heights                   | 1984-08-15     |
| Turner      | Aiden        | Magic Picturesque Secluded Remote Cedarwood Heights                   | 1980-04-09     |
| Turner      | Aiden        | Magic Picturesque Secluded Remote Cedarwood Heights                   | 1931-03-03     |
| Torres      | William      | Journey through Secluded Silverlake Springs                           | 1942-10-01     |
| Torres      | Sophia       | Chronicles of Ethan Wells                                             | 2008-01-13     |
| Torres      | Samuel       | Dreams of Caleb Reynolds                                              | 1982-05-24     |
| Torres      | Samuel       | Dreams of Caleb Reynolds                                              | 1981-12-05     |
| Torres      | Samuel       | Dreams of Caleb Reynolds                                              | 1975-01-03     |
| Torres      | Olivia       | Chronicles from Urban Timeless Tranquil Ashwood Terrace               | 2008-11-16     |
| Torres      | Lily         | Starlight Olivia Bennett                                              | 1964-10-03     |
| Torres      | Ethan        | Hidden Grace Mitchell                                                 | 1999-02-08     |
| Torres      | Benjamin     | William Carter's Meadowview Heights                                   | 2004-04-19     |
| Thompson    | Victoria     | Ava Harrison's Charming Sprawling Sprawling Stonegate Terrace         | 1938-01-15     |
| Thompson    | Victoria     | Ava Harrison's Charming Sprawling Sprawling Stonegate Terrace         | 1927-07-05     |
| Thompson    | Victoria     | Ava Harrison's Charming Sprawling Sprawling Stonegate Terrace         | 1925-03-09     |
| Thompson    | Sophia       | Daniel Brooks's Riverstone Ranch                                      | 1949-06-18     |
| Thompson    | Samuel       | Caleb Reynolds's Charming Peaceful Springvale Meadows                 | 2000-08-20     |
| Thompson    | Samuel       | Caleb Reynolds's Charming Peaceful Springvale Meadows                 | 1977-10-08     |
| Thompson    | Samuel       | Caleb Reynolds's Charming Peaceful Springvale Meadows                 | 1974-03-22     |
| Thompson    | Lucas        | Rise of Pictorial Urban Bustling Woodland Park                        | 2007-05-19     |
| Thompson    | Lucas        | Rise of Pictorial Urban Bustling Woodland Park                        | 1959-05-12     |
| Thompson    | Grace        | Underneath Lucas Thornton                                             | 1911-10-04     |
| Thompson    | Benjamin     | Lost and Found Harborview Point                                       | 2016-05-23     |
| Thomas      | Zoe          | Forgotten Pinecrest Pines                                             | 2020-02-19     |
| Thomas      | Sophia       | Ancient William Carter                                                | 1956-05-22     |
| Thomas      | Grace        | Isabella Montgomery's Bustling Remote Redwood Ridge                   | 1962-09-02     |
| Thomas      | Emily        | Bloodlines Ancient Coastal Remote Autumnwood Grove                    | 1993-08-01     |
| Thomas      | Emily        | Bloodlines Ancient Coastal Remote Autumnwood Grove                    | 1933-12-19     |
| Thomas      | Benjamin     | Quest for the Henry Crawford                                          | 1914-09-10     |
| Thomas      | Amelia       | Lost and Found Scenic Bustling Wonderful Maplewood Meadows            | 2002-07-06     |
| Thomas      | Aiden        | Starlight Mia Sullivan                                                | 1978-01-15     |
| Taylor      | Sophia       | Adventures in Bustling Eclectic Golden Valley Meadows                 | 1959-04-20     |
| Taylor      | Sophia       | Adventures in Bustling Eclectic Golden Valley Meadows                 | 1948-09-07     |
| Taylor      | Sophia       | Adventures in Bustling Eclectic Golden Valley Meadows                 | 1930-10-06     |
| Taylor      | Sophia       | Adventures in Bustling Eclectic Golden Valley Meadows                 | 1910-05-23     |
| Taylor      | Scarlett     | Legacy from Lucas Thornton                                            | 1902-05-19     |
| Taylor      | Emma         | Samuel Griffin's Rustic Willowdale Heights                            | 1990-04-20     |
| Taylor      | Emma         | Samuel Griffin's Rustic Willowdale Heights                            | 1901-10-16     |
| Taylor      | Emily        | Secrets of Emily Hayes                                                | 1968-09-15     |
| Taylor      | Emily        | Secrets of Emily Hayes                                                | 1903-03-13     |
| Taylor      | Abigail      | Legacy from Daniel Brooks                                             | 2012-09-24     |
| Taylor      | Abigail      | Legacy from Daniel Brooks                                             | 1966-09-09     |
| Taylor      | Abigail      | Legacy from Daniel Brooks                                             | 1909-06-03     |
| Taylor      | Abigail      | Legacy from Daniel Brooks                                             | 1902-09-23     |
| Stewart     | Zoe          | Beyond the Idyllic Serene Oakridge Bluffs                             | 1954-03-24     |
| Stewart     | Michael      | Charlotte Taylor's Breathtaking Peaceful Ashwood Terrace              | 1972-03-13     |
| Stewart     | Mia          | Daniel Brooks's Lush Lush Whispering Pines                            | 1943-10-17     |
| Stewart     | Liam         | Mystery Grace Mitchell                                                | 1980-06-13     |
| Stewart     | Liam         | Mystery Grace Mitchell                                                | 1911-04-02     |
| Stewart     | Isabella     | Rise of Harper Nelson                                                 | 1942-03-01     |
| Stewart     | Harper       | Lost in Time Eclectic Remote Oakridge Bluffs                          | 1940-02-20     |
| Stewart     | Harper       | Chronicles of William Carter                                          | 1983-07-21     |
| Stewart     | Harper       | Caleb Reynolds's Lakeshore Landing                                    | 1915-11-04     |
| Stewart     | Harper       | Alexander Foster's Captivating Rustic Breathtaking Fairhaven Fields   | 1993-08-12     |
| Stewart     | Grace        | Ava Harrison's Breathtaking Secluded Vibrant Lakeside Terrace         | 1985-09-10     |
| Stewart     | Abigail      | Whispers from Pristine Idyllic Remote Springvale Meadows              | 1975-02-22     |
| Stewart     | Abigail      | Whispers from Pristine Idyllic Remote Springvale Meadows              | 1968-12-09     |
| Stewart     | Abigail      | Whispers from Pristine Idyllic Remote Springvale Meadows              | 1914-01-02     |
| Smith       | Mia          | Chronicles from Isabella Montgomery                                   | 1997-07-15     |
| Smith       | Lucas        | Magic Sophia Parker                                                   | 1970-10-07     |
| Smith       | Lucas        | Emily Hayes's Ancient Peaceful Artistic Golden Valley Meadows         | 1996-04-17     |
| Smith       | Lily         | Lost and Found Contemporary Sprawling Lakeside Terrace                | 2010-08-03     |
| Smith       | Lily         | Lost and Found Contemporary Sprawling Lakeside Terrace                | 1977-06-21     |
| Smith       | Jackson      | Gates of Charming Willowridge Crossing                                | 1999-07-08     |
| Smith       | Harper       | Emily Hayes's Remote Pristine Rustic Laurelwood Glen                  | 2004-06-15     |
| Scott       | Sophia       | Caleb Reynolds's Quaint Charming Tranquil Ashwood Terrace             | 1938-06-17     |
| Scott       | Samuel       | Realm of Samuel Griffin                                               | 1974-02-12     |
| Scott       | Lily         | Lost and Found Vibrant Ashwood Terrace                                | 2020-08-18     |
| Scott       | Lily         | Lost and Found Vibrant Ashwood Terrace                                | 2006-10-12     |
| Scott       | Lily         | Lost and Found Vibrant Ashwood Terrace                                | 1994-06-18     |
| Scott       | Lily         | Lost and Found Vibrant Ashwood Terrace                                | 1971-08-14     |
| Scott       | Harper       | Tales from Breathtaking Surreal Crestwood Hills                       | 1998-04-08     |
| Scott       | Harper       | Tales from Breathtaking Surreal Crestwood Hills                       | 1910-03-19     |
| Scott       | Ava          | Adventures in Charlotte Taylor                                        | 1906-10-24     |
| Scott       | Abigail      | Caleb Reynolds's Greenbriar Estates                                   | 2015-10-23     |
| Scott       | Abigail      | Caleb Reynolds's Greenbriar Estates                                   | 1973-11-15     |
| Scott       | Abigail      | Caleb Reynolds's Greenbriar Estates                                   | 1931-06-02     |
| Sanders     | William      | Harper Nelson's Picturesque Scenic Willowbrook Grove                  | 1934-03-10     |
| Sanders     | Mia          | Rise of Mia Sullivan                                                  | 2019-07-14     |
| Sanders     | Mia          | Rise of Mia Sullivan                                                  | 1911-09-22     |
| Sanders     | Mason        | Caleb Reynolds's Vibrant Coastal Pineview Cove                        | 1913-12-15     |
| Sanders     | Harper       | Kingdom Ethan Wells                                                   | 1949-08-09     |
| Sanders     | Grace        | Voyage to Lily Anderson                                               | 2018-11-15     |
| Sanders     | Grace        | In the Shadow of Majestic Springvale Meadows                          | 1973-03-09     |
| Sanders     | Grace        | In the Shadow of Majestic Springvale Meadows                          | 1934-03-24     |
| Sanders     | Grace        | In the Shadow of Majestic Springvale Meadows                          | 1930-08-10     |
| Sanders     | Grace        | In the Shadow of Majestic Springvale Meadows                          | 1926-12-04     |
| Sanders     | Ava          | Secrets in the Charlotte Taylor                                       | 1993-12-21     |
| Sanders     | Ava          | Secrets in the Charlotte Taylor                                       | 1938-09-05     |
| Sanchez     | Sophia       | Guardians of Historical Captivating Serene Greenbriar Estates         | 2012-05-08     |
| Sanchez     | James        | Magic Caleb Reynolds                                                  | 1959-09-20     |
| Sanchez     | Elijah       | Realm of Samuel Griffin                                               | 1977-04-24     |
| Sanchez     | Elijah       | Realm of Samuel Griffin                                               | 1925-04-06     |
| Sanchez     | Andrew       | Charlotte Taylor's Urban Pictorial Silverlake Springs                 | 1965-03-07     |
| Ruiz        | Isabella     | Songs of Mia Sullivan                                                 | 1967-09-22     |
| Ruiz        | Isabella     | Songs of Mia Sullivan                                                 | 1909-01-18     |
| Ruiz        | Harper       | Songs from Ethan Wells                                                | 2012-01-18     |
| Ruiz        | Harper       | Songs from Ethan Wells                                                | 1908-12-23     |
| Ruiz        | Ethan        | In the Shadow of Quaint Whimsical Inviting Greenbriar Estates         | 1929-11-14     |
| Ruiz        | Ava          | Guardians of Ashwood Terrace                                          | 1913-07-10     |
| Ross        | Zoe          | Chronicles of Benjamin Mitchell                                       | 1972-02-22     |
| Ross        | Zoe          | Chronicles of Benjamin Mitchell                                       | 1936-06-08     |
| Ross        | James        | Caleb Reynolds's Modern Modern Cosmopolitan Lakeshore Landing         | 2002-03-01     |
| Ross        | Harper       | Ava Harrison's Picturesque Pineview Cove                              | 2002-09-22     |
| Ross        | Harper       | Ancient Secluded Tranquil Hidden Meadowbrook Springs                  | 1981-03-20     |
| Ross        | Harper       | Ancient Secluded Tranquil Hidden Meadowbrook Springs                  | 1918-05-08     |
| Ross        | Harper       | Ancient Secluded Tranquil Hidden Meadowbrook Springs                  | 1906-01-20     |
| Ross        | Benjamin     | Ava Harrison's Serene Crestview Heights                               | 1928-11-13     |
| Ross        | Ava          | Legacy of Alexander Foster                                            | 1998-12-09     |
| Ross        | Andrew       | Lost in Time Modern Autumnwood Grove                                  | 1949-05-01     |
| Ross        | Andrew       | City of Lily Anderson                                                 | 1941-03-19     |
| Ross        | Amelia       | King's Sophia Parker                                                  | 1956-02-13     |
| Rogers      | Sophia       | Emily Hayes's Hidden Enchanting Pineview Cove                         | 1967-08-07     |
| Rogers      | Henry        | Underneath Daniel Brooks                                              | 1946-02-04     |
| Rogers      | Henry        | Underneath Daniel Brooks                                              | 1943-10-15     |
| Rogers      | Henry        | Underneath Daniel Brooks                                              | 1904-04-10     |
| Rogers      | Grace        | Ancient Sophia Parker                                                 | 1919-11-07     |
| Rogers      | Elijah       | Echoes of Autumnwood Grove                                            | 2011-12-16     |
| Rogers      | Ava          | Ethan Wells's Sunflower Valley                                        | 1971-10-01     |
| Rodriguez   | Victoria     | Hidden Surreal Sprawling Contemporary Willowridge Crossing            | 2006-09-18     |
| Rodriguez   | Victoria     | Hidden Surreal Sprawling Contemporary Willowridge Crossing            | 2005-12-08     |
| Rodriguez   | Sophia       | Sophia Parker's Magical Wonderful Brookside Haven                     | 1976-07-12     |
| Rodriguez   | Scarlett     | Curse of Henry Crawford                                               | 1975-06-15     |
| Rodriguez   | Liam         | Songs from Charming Ashwood Terrace                                   | 1967-01-03     |
| Rodriguez   | Liam         | Songs from Charming Ashwood Terrace                                   | 1944-01-13     |
| Rodriguez   | James        | Quest for the Breathtaking Eclectic Pristine Brookside Haven          | 1988-02-16     |
| Rodriguez   | Harper       | Midnight Eclectic Quaint Contemporary Pinecrest Pines                 | 1983-11-22     |
| Rodriguez   | Ethan        | Quest for the Henry Crawford                                          | 2011-03-09     |
| Robinson    | Sophia       | Bloodlines Henry Crawford                                             | 1986-06-07     |
| Robinson    | Samuel       | Charlotte Taylor's Eclectic Majestic Lakeshore Landing                | 1979-02-17     |
| Robinson    | Natalie      | Voyage to Sophia Parker                                               | 2016-10-12     |
| Robinson    | Natalie      | Voyage to Sophia Parker                                               | 1996-08-09     |
| Robinson    | Michael      | Realm of Remote Meadowview Heights                                    | 2009-12-11     |
| Robinson    | Michael      | Realm of Remote Meadowview Heights                                    | 1994-11-07     |
| Robinson    | Michael      | Realm of Remote Meadowview Heights                                    | 1941-09-03     |
| Robinson    | Jackson      | Dragon's Lush Captivating Inviting Meadowview Heights                 | 1912-08-19     |
| Robinson    | Isabella     | Dragon's Ava Harrison                                                 | 2013-07-24     |
| Robinson    | Harper       | Mia Sullivan's Breathtaking Surreal Meadowbrook Springs               | 2006-09-05     |
| Robinson    | Harper       | Mia Sullivan's Breathtaking Surreal Meadowbrook Springs               | 1990-03-14     |
| Robinson    | Harper       | Mia Sullivan's Breathtaking Surreal Meadowbrook Springs               | 1983-07-13     |
| Robinson    | Emily        | Caleb Reynolds's Woodland Park                                        | 1916-06-06     |
| Robinson    | Emily        | Caleb Reynolds's Woodland Park                                        | 1906-12-24     |
| Robinson    | Abigail      | Legacy of Remote Tranquil Oakridge Bluffs                             | 1992-07-06     |
| Roberts     | Zoe          | Echoes Grace Mitchell                                                 | 1933-10-05     |
| Roberts     | Samuel       | Kingdom Grace Mitchell                                                | 2009-05-20     |
| Roberts     | Samuel       | Kingdom Grace Mitchell                                                | 1939-06-04     |
| Roberts     | Olivia       | King's William Carter                                                 | 1931-05-12     |
| Roberts     | Grace        | Ava Harrison's Secluded Exotic Ashwood Terrace                        | 2018-08-20     |
| Roberts     | Grace        | Ava Harrison's Secluded Exotic Ashwood Terrace                        | 2009-06-22     |
| Roberts     | Charlotte    | Enchanted Lily Anderson                                               | 2019-10-18     |
| Roberts     | Abigail      | Harper Nelson's Lush Captivating Inviting Meadowbrook Springs         | 1928-11-08     |
| Roberts     | Abigail      | Elijah Turner's Artistic Brookside Haven                              | 2000-01-20     |
| Roberts     | Abigail      | Elijah Turner's Artistic Brookside Haven                              | 1949-02-10     |
| Roberts     | Abigail      | Elijah Turner's Artistic Brookside Haven                              | 1941-01-20     |
| Roberts     | Abigail      | Elijah Turner's Artistic Brookside Haven                              | 1920-08-08     |
| Roberts     | Abigail      | Chronicles of the Grace Mitchell                                      | 2014-10-12     |
| Roberts     | Abigail      | Chronicles of the Grace Mitchell                                      | 1957-06-18     |
| Rivera      | Olivia       | Quest for Quaint Eclectic Lush Redwood Ridge                          | 2009-05-14     |
| Rivera      | Olivia       | Quest for Quaint Eclectic Lush Redwood Ridge                          | 1995-02-05     |
| Rivera      | Olivia       | Quest for Quaint Eclectic Lush Redwood Ridge                          | 1969-06-15     |
| Rivera      | Olivia       | Quest for Quaint Eclectic Lush Redwood Ridge                          | 1932-12-16     |
| Rivera      | Henry        | Lucas Thornton's Tranquil Ashwood Terrace                             | 1960-10-01     |
| Rivera      | Henry        | Lucas Thornton's Tranquil Ashwood Terrace                             | 1945-04-06     |
| Rivera      | Ella         | Curse of Ava Harrison                                                 | 1955-07-09     |
| Rivera      | Ella         | Curse of Ava Harrison                                                 | 1915-03-22     |
| Rivera      | Aiden        | Dreams of Sophia Parker                                               | 1952-01-12     |
| Richardson  | William      | Kingdom Emily Hayes                                                   | 1937-09-11     |
| Richardson  | Sophia       | Henry Crawford's Enchanting Whispering Pines                          | 2006-04-07     |
| Richardson  | Sophia       | Henry Crawford's Enchanting Whispering Pines                          | 1997-06-24     |
| Richardson  | Samuel       | Quest for Fairhaven Fields                                            | 1919-10-01     |
| Richardson  | Mason        | Echoes of Modern Riverstone Ranch                                     | 2000-11-04     |
| Richardson  | Mason        | Echoes of Modern Riverstone Ranch                                     | 1940-11-13     |
| Richardson  | Jackson      | Chronicles from Daniel Brooks                                         | 1945-10-04     |
| Richardson  | Jackson      | Chronicles from Daniel Brooks                                         | 1929-06-02     |
| Richardson  | Jackson      | Chronicles from Daniel Brooks                                         | 1917-07-12     |
| Richardson  | Jackson      | Chronicles from Daniel Brooks                                         | 1903-11-04     |
| Richardson  | Isabella     | Gates of Charlotte Taylor                                             | 1932-06-20     |
| Richardson  | Isabella     | Gates of Charlotte Taylor                                             | 1906-03-01     |
| Reyes       | Sophia       | Charlotte Taylor's Captivating Pictorial Oakridge Bluffs              | 1965-01-04     |
| Reyes       | Isabella     | Chronicles Mia Sullivan                                               | 1918-03-07     |
| Reyes       | Henry        | Secrets in the Daniel Brooks                                          | 1982-07-12     |
| Reyes       | Henry        | Secrets in the Daniel Brooks                                          | 1930-04-06     |
| Reyes       | Emma         | Beyond the Serene Enigmatic Scenic Willowbrook Park                   | 1961-10-23     |
| Reyes       | Alexander    | Songs from Sprawling Surreal Redwood Ridge                            | 2002-02-09     |
| Reyes       | Alexander    | Songs from Sprawling Surreal Redwood Ridge                            | 1915-12-03     |
| Reyes       | Abigail      | Realm of Caleb Reynolds                                               | 2007-02-22     |
| Reed        | William      | Olivia Bennett's Artistic Tranquil Redwood Ridge                      | 1975-02-18     |
| Reed        | Samuel       | Voyage to Birchwood Springs                                           | 1970-01-21     |
| Reed        | Samuel       | Chronicles of Lush Meadowview Heights                                 | 1983-05-04     |
| Reed        | Samuel       | Chronicles of Lush Meadowview Heights                                 | 1918-10-10     |
| Reed        | Noah         | Underneath Benjamin Mitchell                                          | 1946-03-17     |
| Reed        | Noah         | Underneath Benjamin Mitchell                                          | 1916-11-12     |
| Reed        | Elijah       | Emily Hayes's Ancient Picturesque Hidden Crestview Heights            | 1964-10-23     |
| Reed        | Daniel       | Lily Anderson's Remote Rural Secluded Meadowview Heights              | 1970-07-22     |
| Reed        | Daniel       | Lily Anderson's Remote Rural Secluded Meadowview Heights              | 1943-12-12     |
| Reed        | Aiden        | Kingdom William Carter                                                | 1933-03-20     |
| Reed        | Abigail      | Grace Mitchell's Golden Valley Meadows                                | 1975-06-16     |
| Reed        | Abigail      | Grace Mitchell's Golden Valley Meadows                                | 1959-03-05     |
| Reed        | Abigail      | Grace Mitchell's Golden Valley Meadows                                | 1929-12-06     |
| Ramos       | Zoe          | Dreams in the Olivia Bennett                                          | 1978-03-06     |
| Ramos       | Samuel       | Sophia Parker's Exotic Contemporary Woodland Park                     | 1986-02-18     |
| Ramos       | Samuel       | Guardians of Vintage Sunflower Valley                                 | 1976-07-20     |
| Ramos       | Natalie      | Grace Mitchell's Pictorial Rustic Lakeshore Landing                   | 1929-12-10     |
| Ramos       | Liam         | Whispers from Alexander Foster                                        | 1961-04-07     |
| Ramos       | Liam         | Whispers from Alexander Foster                                        | 1901-06-01     |
| Ramos       | Isabella     | Enigma Autumnwood Grove                                               | 1931-02-07     |
| Ramos       | Elijah       | Secrets of Lily Anderson                                              | 1994-03-24     |
| Ramos       | David        | William Carter's Colorful Cosmopolitan Ancient Riverstone Ranch       | 1938-02-13     |
