+-------------+--------------+---------------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                                     | Release Date   |
| Adams       | Natalie      | Journey through Isabella Montgomery                                       | 1919-03-21     |
| Adams       | Olivia       | Whispering Emily Hayes                                                    | 1965-07-05     |
| Adams       | Samuel       | Benjamin Mitchell's Riverstone Ranch                                      | 1950-11-20     |
| Adams       | Samuel       | Benjamin Mitchell's Riverstone Ranch                                      | 2020-06-05     |
| Adams       | Samuel       | Caleb Reynolds's Tranquil Vibrant Pinecrest Pines                         | 2001-10-19     |
| Adams       | Samuel       | Chronicles Daniel Brooks                                                  | 1930-07-06     |
| Adams       | Samuel       | Chronicles Daniel Brooks                                                  | 1935-05-03     |
| Adams       | Samuel       | Mystery Olivia Bennett                                                    | 1941-06-22     |
| Adams       | Samuel       | Mystery Olivia Bennett                                                    | 2003-07-16     |
| Adams       | Samuel       | Mystery Olivia Bennett                                                    | 2018-05-07     |
| Adams       | Samuel       | Quest for Mia Sullivan                                                    | 1982-07-15     |
| Adams       | Samuel       | Quest for Mia Sullivan                                                    | 1988-11-11     |
| Adams       | Samuel       | Quest for Mia Sullivan                                                    | 2000-01-13     |
| Adams       | Scarlett     | Echoes of Alexander Foster                                                | 1972-09-03     |
| Adams       | Scarlett     | Mia Sullivan's Lush Eclectic Meadowview Heights                           | 1905-11-07     |
| Adams       | Scarlett     | Mia Sullivan's Lush Eclectic Meadowview Heights                           | 1921-11-17     |
| Adams       | Sophia       | Beyond the Vibrant Enigmatic Brookside Haven                              | 1903-11-04     |
| Adams       | Sophia       | Beyond the Vibrant Enigmatic Brookside Haven                              | 1970-07-21     |
| Adams       | Sophia       | Legacy of Captivating Willowridge Crossing                                | 1980-04-05     |
| Adams       | Sophia       | Secrets of Lucas Thornton                                                 | 1985-11-09     |
| Adams       | Sophia       | Whispering Isolated Willowdale Heights                                    | 1905-08-15     |
| Adams       | Victoria     | Daniel Brooks's Meadowview Heights                                        | 1950-05-15     |
| Adams       | Victoria     | Harper Nelson's Willowridge Crossing                                      | 1918-02-03     |
| Adams       | Victoria     | Harper Nelson's Willowridge Crossing                                      | 1956-05-22     |
| Adams       | Victoria     | Lily Anderson's Peaceful Urban Golden Valley Meadows                      | 1994-04-23     |
| Adams       | William      | Legacy of Breathtaking Maplewood Meadows                                  | 1907-03-02     |
| Adams       | William      | Legacy of Breathtaking Maplewood Meadows                                  | 1997-09-09     |
| Adams       | William      | Mystery Emily Hayes                                                       | 1925-06-20     |
| Adams       | William      | Mystery Emily Hayes                                                       | 1927-06-01     |
| Adams       | William      | Mystery Emily Hayes                                                       | 1955-02-11     |
| Adams       | Zoe          | City of Meadowview Heights                                                | 1923-09-19     |
| Adams       | Zoe          | City of Meadowview Heights                                                | 1988-01-18     |
| Adams       | Zoe          | City of Meadowview Heights                                                | 1998-08-08     |
| Allen       | Abigail      | Alexander Foster's Coastal Peaceful Golden Valley Meadows                 | 1964-04-13     |
| Allen       | Abigail      | Dark Secrets Colorful Remote Tranquil Hillcrest Glen                      | 1982-09-04     |
| Allen       | Abigail      | Echoes Daniel Brooks                                                      | 1933-11-11     |
| Allen       | Abigail      | Echoes Daniel Brooks                                                      | 1977-08-07     |
| Allen       | Abigail      | Isabella Montgomery's Exotic Historical Oakridge Bluffs                   | 1904-03-07     |
| Allen       | Abigail      | Isabella Montgomery's Exotic Historical Oakridge Bluffs                   | 1947-05-04     |
| Allen       | Abigail      | Isabella Montgomery's Exotic Historical Oakridge Bluffs                   | 1991-09-08     |
| Allen       | Abigail      | Isabella Montgomery's Exotic Historical Oakridge Bluffs                   | 2005-11-03     |
| Allen       | Abigail      | Isabella Montgomery's Secluded Remote Riverstone Ranch                    | 1920-03-15     |
| Allen       | Abigail      | Isabella Montgomery's Secluded Remote Riverstone Ranch                    | 1997-08-03     |
| Allen       | Abigail      | Isabella Montgomery's Secluded Remote Riverstone Ranch                    | 2000-05-20     |
| Allen       | Abigail      | Songs of Benjamin Mitchell                                                | 1922-05-09     |
| Allen       | Aiden        | Echoes of Urban Pictorial Ashwood Terrace                                 | 1984-03-13     |
| Allen       | Aiden        | King's Lily Anderson                                                      | 1959-09-01     |
| Allen       | Alexander    | Olivia Bennett's Stonegate Terrace                                        | 1940-02-05     |
| Allen       | Amelia       | Daniel Brooks's Urban Golden Valley Meadows                               | 2014-05-17     |
| Allen       | Amelia       | Songs from Artistic Fairhaven Fields                                      | 1948-02-15     |
| Allen       | Amelia       | Songs from Artistic Fairhaven Fields                                      | 1976-06-05     |
| Allen       | Andrew       | Guardians of Urban Laurelwood Glen                                        | 1943-07-13     |
| Allen       | Andrew       | Legacy of Breathtaking Urban Woodland Park                                | 1967-12-20     |
| Allen       | Ava          | Dreams in the Harper Nelson                                               | 1982-03-22     |
| Allen       | Ava          | Dreams in the Harper Nelson                                               | 1994-06-21     |
| Allen       | Ava          | Secrets in the Olivia Bennett                                             | 1919-03-02     |
| Allen       | Ava          | Secrets in the Olivia Bennett                                             | 1968-03-14     |
| Allen       | Ava          | Secrets in the Olivia Bennett                                             | 1986-10-16     |
| Allen       | Ava          | Secrets in the Olivia Bennett                                             | 1996-02-16     |
| Allen       | Benjamin     | Caleb Reynolds's Exotic Bustling Crestwood Hills                          | 2013-05-08     |
| Allen       | Benjamin     | Elijah Turner's Bustling Stonebridge Ridge                                | 1967-12-08     |
| Allen       | Benjamin     | Elijah Turner's Bustling Stonebridge Ridge                                | 1998-06-07     |
| Allen       | Benjamin     | Guardians of Ava Harrison                                                 | 1977-10-18     |
| Allen       | Benjamin     | Lost in Time Eclectic Lakeside Terrace                                    | 1964-12-04     |
| Allen       | Caleb        | Hidden Enigmatic Bustling Pristine Stonebridge Ridge                      | 1989-05-24     |
| Allen       | Charlotte    | Adventures in Elijah Turner                                               | 1979-02-14     |
| Allen       | Charlotte    | Adventures in Elijah Turner                                               | 1985-03-07     |
| Allen       | Daniel       | Henry Crawford's Historical Coastal Eclectic Rivertown Crossing           | 1912-01-22     |
| Allen       | Daniel       | Isabella Montgomery's Charming Cosmopolitan Willowdale Heights            | 1931-11-15     |
| Allen       | David        | Olivia Bennett's Wonderful Birchwood Springs                              | 1928-02-22     |
| Allen       | Elijah       | Charlotte Taylor's Meadowview Heights                                     | 1928-12-19     |
| Allen       | Elijah       | Voyage to Grace Mitchell                                                  | 1968-08-12     |
| Allen       | Ella         | Realm of Ethan Wells                                                      | 1954-05-23     |
| Allen       | Emily        | Mia Sullivan's Modern Solitary Modern Autumnwood Grove                    | 1974-10-21     |
| Allen       | Emma         | Emily Hayes's Pinecrest Pines                                             | 1944-11-01     |
| Allen       | Ethan        | William Carter's Welcoming Bustling Pinecrest Pines                       | 1991-05-20     |
| Allen       | Harper       | Lily Anderson's Pristine Secluded Crestwood Hills                         | 1926-01-11     |
| Allen       | Harper       | Lily Anderson's Pristine Secluded Crestwood Hills                         | 1971-03-02     |
| Allen       | Henry        | Magic Surreal Willowridge Crossing                                        | 1976-03-16     |
| Allen       | Henry        | Tales from Olivia Bennett                                                 | 1996-10-11     |
| Allen       | Isabella     | King's Lily Anderson                                                      | 1905-07-14     |
| Allen       | Isabella     | King's Lily Anderson                                                      | 1986-03-21     |
| Allen       | Jackson      | King's Secluded Brookside Haven                                           | 1940-03-03     |
| Allen       | Jackson      | Legacy of Captivating Vibrant Cedarwood Heights                           | 1957-09-17     |
| Allen       | Jackson      | Lost in Time Breathtaking Whimsical Whimsical Brookside Meadows           | 1933-09-07     |
| Allen       | Jackson      | Secrets of Charlotte Taylor                                               | 1938-08-11     |
| Allen       | Jackson      | Secrets of Charlotte Taylor                                               | 1994-10-01     |
| Allen       | Jackson      | Secrets of Charlotte Taylor                                               | 1997-02-15     |
| Allen       | Jackson      | Secrets of Charlotte Taylor                                               | 2016-10-12     |
| Allen       | James        | Chronicles from Ethan Wells                                               | 1990-10-13     |
| Allen       | Liam         | Starlight Alexander Foster                                                | 1979-05-06     |
| Allen       | Lucas        | Chronicles of the Ethan Wells                                             | 1946-04-16     |
| Allen       | Lucas        | Dreams in the Caleb Reynolds                                              | 1969-09-02     |
| Allen       | Mason        | Midnight William Carter                                                   | 1914-05-04     |
| Allen       | Mason        | Midnight William Carter                                                   | 2000-02-02     |
| Allen       | Mason        | Midnight William Carter                                                   | 2005-01-15     |
| Allen       | Mia          | Grace Mitchell's Idyllic Bustling Springvale Meadows                      | 2001-07-01     |
| Allen       | Mia          | King's Benjamin Mitchell                                                  | 1914-07-06     |
| Allen       | Mia          | King's Benjamin Mitchell                                                  | 1943-12-22     |
| Allen       | Mia          | King's Benjamin Mitchell                                                  | 1974-02-06     |
| Allen       | Mia          | King's Benjamin Mitchell                                                  | 1993-01-19     |
| Allen       | Mia          | Kingdom Coastal Idyllic Stonebridge Ridge                                 | 2021-09-21     |
| Allen       | Mia          | Lucas Thornton's Charming Rivertown Crossing                              | 1904-07-16     |
| Allen       | Mia          | Lucas Thornton's Charming Rivertown Crossing                              | 1942-09-19     |
| Allen       | Mia          | Lucas Thornton's Charming Rivertown Crossing                              | 1958-10-22     |
| Allen       | Mia          | Lucas Thornton's Charming Rivertown Crossing                              | 1981-02-15     |
| Allen       | Michael      | City of Caleb Reynolds                                                    | 1934-03-20     |
| Allen       | Michael      | City of Caleb Reynolds                                                    | 1956-10-13     |
| Allen       | Natalie      | Hidden Hidden Enigmatic Rustic Whispering Pines                           | 1959-06-08     |
| Allen       | Noah         | Hidden Isolated Enigmatic Hillcrest Glen                                  | 1951-12-05     |
| Allen       | Noah         | Lily Anderson's Enigmatic Eclectic Harborview Point                       | 1957-12-21     |
| Allen       | Noah         | William Carter's Ancient Rivertown Crossing                               | 1979-02-17     |
| Allen       | Olivia       | Destiny's William Carter                                                  | 1991-02-15     |
| Allen       | Olivia       | Gates of Harborview Point                                                 | 1907-05-12     |
| Allen       | Olivia       | Gates of Harborview Point                                                 | 1981-11-18     |
| Allen       | Olivia       | Henry Crawford's Pictorial Stonebridge Ridge                              | 1998-04-11     |
| Allen       | Olivia       | Lucas Thornton's Eclectic Whispering Pines                                | 1924-07-05     |
| Allen       | Olivia       | Lucas Thornton's Eclectic Whispering Pines                                | 1952-07-10     |
| Allen       | Olivia       | Lucas Thornton's Eclectic Whispering Pines                                | 1953-02-07     |
| Allen       | Olivia       | Olivia Bennett's Pictorial Timeless Millstone Meadows                     | 1962-07-01     |
| Allen       | Olivia       | Secrets in the Harper Nelson                                              | 1939-01-18     |
| Allen       | Olivia       | Secrets in the Harper Nelson                                              | 2009-08-05     |
| Allen       | Samuel       | Bloodlines Picturesque Picturesque Sunflower Valley                       | 1954-12-07     |
| Allen       | Samuel       | Hidden Samuel Griffin                                                     | 1950-12-03     |
| Allen       | Samuel       | Hidden Samuel Griffin                                                     | 1973-02-08     |
| Allen       | Samuel       | Hidden Samuel Griffin                                                     | 1992-02-20     |
| Allen       | Samuel       | In the Shadow of Quaint Lush Ashwood Terrace                              | 1920-05-24     |
| Allen       | Samuel       | In the Shadow of Quaint Lush Ashwood Terrace                              | 2003-01-13     |
| Allen       | Samuel       | Journey through Henry Crawford                                            | 2018-03-12     |
| Allen       | Scarlett     | Mia Sullivan's Enigmatic Cedarwood Heights                                | 1902-12-21     |
| Allen       | Scarlett     | Mia Sullivan's Enigmatic Cedarwood Heights                                | 1947-05-18     |
| Allen       | Victoria     | Secrets of Sophia Parker                                                  | 2000-12-01     |
| Allen       | William      | Ava Harrison's Solitary Timeless Inviting Stonegate Terrace               | 1937-07-14     |
| Allen       | William      | Sophia Parker's Rural Vibrant Meadowview Heights                          | 1948-10-20     |
| Alvarez     | Abigail      | William Carter's Historical Pictorial Sunflower Valley                    | 1908-08-20     |
| Alvarez     | Abigail      | William Carter's Historical Pictorial Sunflower Valley                    | 1974-08-04     |
| Alvarez     | Aiden        | Benjamin Mitchell's Evergreen Valley                                      | 1942-05-13     |
| Alvarez     | Aiden        | Benjamin Mitchell's Evergreen Valley                                      | 1953-03-19     |
| Alvarez     | Aiden        | Lucas Thornton's Secluded Rustic Inviting Brookside Haven                 | 1986-02-06     |
| Alvarez     | Andrew       | Mystery Whimsical Whispering Pines                                        | 2007-06-15     |
| Alvarez     | Ava          | Quest for Henry Crawford                                                  | 1996-10-14     |
| Alvarez     | Ava          | Quest for Henry Crawford                                                  | 2014-10-06     |
| Alvarez     | Ava          | Samuel Griffin's Lush Pineview Cove                                       | 1943-06-01     |
| Alvarez     | Ava          | Samuel Griffin's Lush Pineview Cove                                       | 1987-06-08     |
| Alvarez     | Charlotte    | Daniel Brooks's Solitary Vintage Greenbriar Estates                       | 1923-05-17     |
| Alvarez     | Daniel       | Lost and Found Millstone Meadows                                          | 2016-04-20     |
| Alvarez     | Daniel       | Songs of Harper Nelson                                                    | 1912-12-15     |
| Alvarez     | Daniel       | Songs of Harper Nelson                                                    | 1954-04-07     |
| Alvarez     | Daniel       | Songs of Harper Nelson                                                    | 1958-06-18     |
| Alvarez     | David        | Underneath Lily Anderson                                                  | 1910-08-16     |
| Alvarez     | Elijah       | Harper Nelson's Lush Lakeside Terrace                                     | 1935-07-01     |
| Alvarez     | Elijah       | King's Rustic Tranquil Redwood Ridge                                      | 1982-06-02     |
| Alvarez     | Elijah       | King's Rustic Tranquil Redwood Ridge                                      | 1996-01-07     |
| Alvarez     | Elijah       | Underneath Enchanting Secluded Coastal Brookside Haven                    | 1946-09-22     |
| Alvarez     | Elizabeth    | Alexander Foster's Pristine Serene Rural Harborview Point                 | 1944-01-16     |
| Alvarez     | Elizabeth    | Caleb Reynolds's Tranquil Scenic Crestview Heights                        | 2010-05-22     |
| Alvarez     | Elizabeth    | Songs from Emily Hayes                                                    | 1995-01-09     |
| Alvarez     | Elizabeth    | Whispering Inviting Rivertown Crossing                                    | 1987-11-03     |
| Alvarez     | Elizabeth    | Whispering Inviting Rivertown Crossing                                    | 2002-03-21     |
| Alvarez     | Elizabeth    | Whispering Inviting Rivertown Crossing                                    | 2008-01-22     |
| Alvarez     | Ella         | Chronicles Enchanting Enigmatic Riverstone Ranch                          | 1915-09-06     |
| Alvarez     | Ella         | Chronicles Enchanting Enigmatic Riverstone Ranch                          | 2020-12-09     |
| Alvarez     | Ella         | Journey through Pristine Bustling Breathtaking Maplewood Meadows          | 1932-11-11     |
| Alvarez     | Ella         | Journey to Hidden Idyllic Crestview Heights                               | 1918-06-06     |
| Alvarez     | Ella         | Lily Anderson's Lakeside Terrace                                          | 1906-04-08     |
| Alvarez     | Ella         | Lily Anderson's Lakeside Terrace                                          | 1923-10-15     |
| Alvarez     | Ella         | Lily Anderson's Lakeside Terrace                                          | 1965-03-15     |
| Alvarez     | Ella         | Quest for the Alexander Foster                                            | 1928-10-16     |
| Alvarez     | Emily        | Guardians of Crestview Heights                                            | 1980-10-24     |
| Alvarez     | Ethan        | Emily Hayes's Remote Wonderful Fairhaven Fields                           | 1910-07-21     |
| Alvarez     | Ethan        | Emily Hayes's Remote Wonderful Fairhaven Fields                           | 1978-01-11     |
| Alvarez     | Ethan        | Emily Hayes's Remote Wonderful Fairhaven Fields                           | 2005-05-20     |
| Alvarez     | Ethan        | Emily Hayes's Remote Wonderful Fairhaven Fields                           | 2020-08-22     |
| Alvarez     | Ethan        | Lost in Time Benjamin Mitchell                                            | 1941-03-09     |
| Alvarez     | Ethan        | Lost in Time Benjamin Mitchell                                            | 1982-01-14     |
| Alvarez     | Ethan        | Whispers from Caleb Reynolds                                              | 1975-06-19     |
| Alvarez     | Grace        | Emily Hayes's Crestwood Hills                                             | 1920-02-22     |
| Alvarez     | Grace        | Ethan Wells's Pristine Rivertown Crossing                                 | 1953-01-04     |
| Alvarez     | Grace        | Isabella Montgomery's Modern Rivertown Crossing                           | 1974-02-03     |
| Alvarez     | Harper       | Caleb Reynolds's Secluded Lush Scenic Laurelwood Glen                     | 1930-09-14     |
| Alvarez     | Harper       | Caleb Reynolds's Secluded Lush Scenic Laurelwood Glen                     | 1972-02-02     |
| Alvarez     | Henry        | Journey through Elijah Turner                                             | 1968-10-19     |
| Alvarez     | Isabella     | Mystery Pristine Whimsical Meadowview Heights                             | 1901-07-16     |
| Alvarez     | Jackson      | Ava Harrison's Meadowbrook Springs                                        | 1955-06-09     |
| Alvarez     | Jackson      | Ava Harrison's Meadowbrook Springs                                        | 1963-11-22     |
| Alvarez     | Jackson      | Ava Harrison's Meadowbrook Springs                                        | 2005-11-13     |
| Alvarez     | Jackson      | Ava Harrison's Meadowbrook Springs                                        | 2019-08-18     |
| Alvarez     | Jackson      | Chronicles of Exotic Rustic Idyllic Harborview Point                      | 2011-06-06     |
| Alvarez     | James        | Gates of Daniel Brooks                                                    | 1935-11-08     |
| Alvarez     | James        | Gates of Daniel Brooks                                                    | 1998-12-18     |
| Alvarez     | James        | Kingdom Ava Harrison                                                      | 1913-08-12     |
| Alvarez     | Liam         | Emily Hayes's Artistic Whimsical Crestview Heights                        | 1943-06-18     |
| Alvarez     | Liam         | Emily Hayes's Artistic Whimsical Crestview Heights                        | 1961-01-01     |
| Alvarez     | Liam         | Emily Hayes's Artistic Whimsical Crestview Heights                        | 1981-01-01     |
| Alvarez     | Liam         | Mia Sullivan's Remote Stonebridge Ridge                                   | 1918-02-17     |
| Alvarez     | Liam         | Mia Sullivan's Remote Stonebridge Ridge                                   | 1932-09-03     |
| Alvarez     | Liam         | Mia Sullivan's Remote Stonebridge Ridge                                   | 1959-09-03     |
| Alvarez     | Liam         | Mia Sullivan's Remote Stonebridge Ridge                                   | 2006-07-24     |
| Alvarez     | Lily         | Emily Hayes's Artistic Idyllic Hillcrest Glen                             | 1995-01-17     |
| Alvarez     | Lily         | King's Elijah Turner                                                      | 1997-10-22     |
| Alvarez     | Lily         | Magic Daniel Brooks                                                       | 1918-03-07     |
| Alvarez     | Lily         | Magic Daniel Brooks                                                       | 1984-09-04     |
| Alvarez     | Lily         | Magic Daniel Brooks                                                       | 1996-08-09     |
| Alvarez     | Mason        | Enigma Eclectic Remote Enchanting Golden Valley Meadows                   | 1951-05-05     |
| Alvarez     | Mia          | Samuel Griffin's Breathtaking Crestview Heights                           | 1965-12-17     |
| Alvarez     | Mia          | Samuel Griffin's Breathtaking Crestview Heights                           | 1976-05-19     |
| Alvarez     | Mia          | Samuel Griffin's Breathtaking Crestview Heights                           | 1980-11-21     |
| Alvarez     | Mia          | Secrets in the Vintage Willowdale Heights                                 | 1968-02-08     |
| Alvarez     | Michael      | Lost in Time Ethan Wells                                                  | 1925-02-06     |
| Alvarez     | Michael      | Lost in Time Ethan Wells                                                  | 1939-10-12     |
| Alvarez     | Michael      | Lost in Time Ethan Wells                                                  | 1966-03-22     |
| Alvarez     | Natalie      | Dreams in the Captivating Rural Idyllic Meadowview Heights                | 1974-02-07     |
| Alvarez     | Natalie      | Dreams in the Captivating Rural Idyllic Meadowview Heights                | 1994-02-05     |
| Alvarez     | Natalie      | Dreams in the Captivating Rural Idyllic Meadowview Heights                | 2005-09-22     |
| Alvarez     | Natalie      | Secrets of Peaceful Majestic Captivating Lakeshore Landing                | 1960-07-04     |
| Alvarez     | Natalie      | Secrets of Peaceful Majestic Captivating Lakeshore Landing                | 2004-03-21     |
| Alvarez     | Olivia       | Isabella Montgomery's Hidden Greenbriar Estates                           | 1984-10-11     |
| Alvarez     | Samuel       | Guardians of Urban Willowdale Heights                                     | 1928-01-11     |
| Alvarez     | Samuel       | Guardians of Urban Willowdale Heights                                     | 1973-09-17     |
| Alvarez     | Samuel       | Journey through Harper Nelson                                             | 1907-04-02     |
| Alvarez     | Samuel       | Tales from Fairhaven Fields                                               | 1952-05-10     |
| Alvarez     | Samuel       | Tales from Fairhaven Fields                                               | 1960-08-11     |
| Alvarez     | Samuel       | Tales from Fairhaven Fields                                               | 2001-07-11     |
| Alvarez     | Sophia       | Curse of Grace Mitchell                                                   | 1987-07-02     |
| Alvarez     | Sophia       | Curse of Grace Mitchell                                                   | 1989-02-18     |
| Alvarez     | Sophia       | Grace Mitchell's Sprawling Breathtaking Cedarwood Heights                 | 1934-08-10     |
| Alvarez     | Sophia       | Midnight Isabella Montgomery                                              | 1968-02-05     |
| Alvarez     | Sophia       | Midnight Isabella Montgomery                                              | 2012-03-12     |
| Alvarez     | Sophia       | Secrets in the Charlotte Taylor                                           | 1953-01-05     |
| Alvarez     | Sophia       | Underneath Sprawling Greenbriar Estates                                   | 1993-06-15     |
| Alvarez     | Victoria     | Songs of Samuel Griffin                                                   | 2006-11-18     |
| Alvarez     | Victoria     | Songs of Samuel Griffin                                                   | 2008-05-14     |
| Alvarez     | William      | Beyond the Grace Mitchell                                                 | 2012-09-17     |
| Alvarez     | William      | Magic Benjamin Mitchell                                                   | 1913-04-06     |
| Alvarez     | William      | Magic Benjamin Mitchell                                                   | 1932-09-11     |
| Alvarez     | William      | Magic Benjamin Mitchell                                                   | 1944-11-20     |
| Alvarez     | Zoe          | Enigma Bustling Charming Harborview Point                                 | 1914-03-06     |
| Alvarez     | Zoe          | Legacy of Brookside Haven                                                 | 2009-11-14     |
| Alvarez     | Zoe          | Legacy of Lily Anderson                                                   | 1991-09-22     |
| Anderson    | Abigail      | Ava Harrison's Surreal Charming Woodland Park                             | 2010-11-20     |
| Anderson    | Abigail      | Daniel Brooks's Cedarwood Heights                                         | 1946-12-07     |
| Anderson    | Abigail      | Dragon's Millstone Meadows                                                | 1982-12-02     |
| Anderson    | Abigail      | Dragon's Millstone Meadows                                                | 1983-12-17     |
| Anderson    | Abigail      | Guardians of Hidden Fairhaven Fields                                      | 1920-08-13     |
| Anderson    | Aiden        | Realm of Elijah Turner                                                    | 1944-06-04     |
| Anderson    | Alexander    | Olivia Bennett's Inviting Crestview Heights                               | 1935-09-06     |
| Anderson    | Alexander    | Olivia Bennett's Inviting Crestview Heights                               | 1984-09-18     |
| Anderson    | Amelia       | Secrets of Serene Secluded Artistic Meadowbrook Springs                   | 1982-09-15     |
| Anderson    | Amelia       | Secrets of Serene Secluded Artistic Meadowbrook Springs                   | 1985-06-01     |
| Anderson    | Andrew       | Bloodlines Enchanting Lakeshore Landing                                   | 1960-01-11     |
| Anderson    | Benjamin     | Lily Anderson's Historical Idyllic Charming Ashwood Terrace               | 1926-04-18     |
| Anderson    | Caleb        | Ava Harrison's Vibrant Scenic Riverstone Ranch                            | 1913-04-24     |
| Anderson    | Caleb        | Ava Harrison's Vibrant Scenic Riverstone Ranch                            | 1949-06-18     |
| Anderson    | Caleb        | Ava Harrison's Vibrant Scenic Riverstone Ranch                            | 2013-03-16     |
| Anderson    | Caleb        | Henry Crawford's Brookside Haven                                          | 1938-02-14     |
| Anderson    | Caleb        | Henry Crawford's Brookside Haven                                          | 2002-02-07     |
| Anderson    | Charlotte    | Dreams in the Lily Anderson                                               | 1939-11-21     |
| Anderson    | Charlotte    | Dreams in the Lily Anderson                                               | 1939-12-12     |
| Anderson    | Charlotte    | Dreams in the Lily Anderson                                               | 1999-10-11     |
| Anderson    | Charlotte    | Rise of Tranquil Ashwood Terrace                                          | 1916-02-16     |
| Anderson    | Daniel       | Lucas Thornton's Remote Springvale Meadows                                | 1980-11-18     |
| Anderson    | Daniel       | Lucas Thornton's Remote Springvale Meadows                                | 2014-08-21     |
| Anderson    | Daniel       | Lucas Thornton's Remote Springvale Meadows                                | 2014-10-04     |
| Anderson    | Daniel       | Lucas Thornton's Remote Springvale Meadows                                | 2019-02-16     |
| Anderson    | David        | Charlotte Taylor's Golden Valley Meadows                                  | 1937-01-06     |
| Anderson    | Elijah       | Songs from Ava Harrison                                                   | 2014-05-12     |
| Anderson    | Elizabeth    | Olivia Bennett's Greenbriar Estates                                       | 1942-02-11     |
| Anderson    | Ella         | Chronicles Whimsical Picturesque Laurelwood Glen                          | 1971-11-23     |
| Anderson    | Ella         | Ethan Wells's Urban Pinehurst Park                                        | 1978-09-07     |
