+-------------+--------------+-------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                             | Release Date   |
| King        | Ava          | Secrets of Quaint Rivertown Crossing                              | 1962-02-12     |
| King        | Ava          | Secrets of Quaint Rivertown Crossing                              | 1941-10-16     |
| Kim         | James        | Chronicles Lucas Thornton                                         | 1911-10-08     |
| Jimenez     | Ethan        | Journey through Pristine Tranquil Fairhaven Fields                | 1940-09-21     |
| Jimenez     | Emily        | Lily Anderson's Modern Lush Riverstone Ranch                      | 2001-12-01     |
| Jimenez     | Emily        | Lily Anderson's Modern Lush Riverstone Ranch                      | 1984-06-15     |
| Jimenez     | Emily        | Lily Anderson's Modern Lush Riverstone Ranch                      | 1950-01-18     |
| Jimenez     | Amelia       | Dreams in the Ava Harrison                                        | 1921-09-22     |
| James       | Jackson      | Forgotten Alexander Foster                                        | 2005-06-03     |
| James       | Jackson      | Forgotten Alexander Foster                                        | 1902-08-01     |
| Hughes      | Sophia       | William Carter's Vintage Riverstone Ranch                         | 2010-09-17     |
| Hughes      | Sophia       | William Carter's Vintage Riverstone Ranch                         | 1994-09-09     |
| Hill        | Caleb        | Bloodlines Isabella Montgomery                                    | 1973-09-17     |
| Hill        | Caleb        | Bloodlines Isabella Montgomery                                    | 1940-11-04     |
| Gray        | Henry        | Gates of Pictorial Surreal Pineview Cove                          | 1975-03-13     |
| Gray        | Henry        | Gates of Pictorial Surreal Pineview Cove                          | 1951-06-20     |
| Gray        | Henry        | Gates of Pictorial Surreal Pineview Cove                          | 1919-11-23     |
| Gonzales    | Liam         | Quest for the Caleb Reynolds                                      | 1942-06-24     |
| Garcia      | Henry        | Grace Mitchell's Inviting Evergreen Valley                        | 1962-09-20     |
| Foster      | Daniel       | Magic Magical Crestwood Hills                                     | 1930-03-22     |
| Diaz        | Isabella     | Chronicles of Stonebridge Ridge                                   | 1992-12-11     |
| Diaz        | Isabella     | Chronicles of Stonebridge Ridge                                   | 1985-01-12     |
| Diaz        | Grace        | Dark Secrets Charlotte Taylor                                     | 1917-05-10     |
| Diaz        | Elizabeth    | Quest for the Cosmopolitan Springvale Meadows                     | 1968-11-08     |
| Cruz        | Olivia       | Secrets of Isabella Montgomery                                    | 1912-07-22     |
| Cook        | William      | Lost and Found Benjamin Mitchell                                  | 1989-06-09     |
| Collins     | Caleb        | Legacy from Vintage Hidden Willowdale Heights                     | 1961-07-02     |
| Collins     | Caleb        | Legacy from Vintage Hidden Willowdale Heights                     | 1917-09-22     |
| Chavez      | Sophia       | Caleb Reynolds's Urban Lush Autumnwood Grove                      | 2019-01-01     |
| Chavez      | Ella         | Curse of Majestic Idyllic Harborview Point                        | 1929-09-07     |
| Castillo    | Samuel       | Daniel Brooks's Brookside Haven                                   | 2012-01-12     |
| Castillo    | Samuel       | Daniel Brooks's Brookside Haven                                   | 1998-07-10     |
| Castillo    | Ella         | Kingdom Henry Crawford                                            | 1949-09-19     |
| Castillo    | Ella         | Kingdom Henry Crawford                                            | 1949-01-04     |
| Castillo    | Ella         | Kingdom Henry Crawford                                            | 1920-12-20     |
| Carter      | Mia          | Lost and Found Henry Crawford                                     | 1995-11-24     |
| Brown       | Elijah       | Echoes of Grace Mitchell                                          | 1983-09-21     |
| Bennet      | Victoria     | Chronicles from Ancient Enchanting Whimsical Silverlake Springs   | 1986-03-18     |
| Bennet      | Victoria     | Chronicles from Ancient Enchanting Whimsical Silverlake Springs   | 1905-11-23     |
| Baker       | David        | Emily Hayes's Magical Enchanting Riverstone Ranch                 | 1993-06-10     |
| Adams       | Samuel       | Alexander Foster's Willowbrook Grove                              | 1975-09-19     |
+-------------+--------------+-------------------------------------------------------------------+----------------+
