+-------------+--------------+------------------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                                        | Release Date   |
| King        | Olivia       | Sophia Parker's Historical Hidden Oakridge Bluffs                            | 2008-06-22     |
| Perez       | Amelia       | Journey through Ethan Wells                                                  | 1997-12-19     |
| Clark       | Charlotte    | Rise of Emily Hayes                                                          | 1962-11-14     |
| Mendoza     | Benjamin     | Songs of Lucas Thornton                                                      | 1917-09-18     |
| Clark       | Samuel       | Secrets in the Lily Anderson                                                 | 2016-11-17     |
| Long        | William      | Alexander Foster's Oakridge Bluffs                                           | 1943-10-12     |
| Rivera      | Elijah       | Tales from Tranquil Enchanting Vibrant Willowdale Heights                    | 1977-05-14     |
| Bailey      | Grace        | Mia Sullivan's Charming Remote Rivertown Crossing                            | 1969-01-17     |
| Wood        | Sophia       | Grace Mitchell's Colorful Remote Secluded Fairhaven Fields                   | 2000-09-15     |
| Sanchez     | William      | Sophia Parker's Urban Tranquil Vibrant Crestview Heights                     | 1969-07-02     |
| Clark       | Samuel       | Secrets in the Lily Anderson                                                 | 1961-03-18     |
| Moore       | Zoe          | Lost and Found Ava Harrison                                                  | 1972-02-07     |
| Long        | William      | Alexander Foster's Oakridge Bluffs                                           | 1959-12-20     |
| Hughes      | Samuel       | Rise of Mia Sullivan                                                         | 1937-01-20     |
| Alvarez     | Noah         | Daniel Brooks's Laurelwood Glen                                              | 1912-11-24     |
| Wright      | Victoria     | Whispers from Ava Harrison                                                   | 1986-05-14     |
| Ramirez     | Zoe          | Beyond the Benjamin Mitchell                                                 | 2000-01-17     |
| Turner      | Grace        | Whispering Remote Magical Golden Valley Meadows                              | 1903-11-20     |
| King        | Benjamin     | Rise of Whispering Pines                                                     | 1925-05-17     |
| Hall        | Natalie      | Secrets of Charming Wonderful Idyllic Autumnwood Grove                       | 1910-12-10     |
| Alvarez     | Sophia       | Kingdom Ava Harrison                                                         | 1959-04-07     |
| Howard      | Lucas        | Curse of Inviting Coastal Crestview Heights                                  | 1933-01-20     |
| Phillips    | Benjamin     | Emily Hayes's Fairhaven Fields                                               | 1933-04-14     |
+-------------+--------------+------------------------------------------------------------------------------+----------------+
